             kx             ky    energy_plus   energy_minus
         -0.616          0.354         -1.304          1.370
         -0.616          0.374         -1.230          1.278
         -0.616          0.394         -1.209          1.253
         -0.616          0.414         -1.250          1.304
         -0.616          0.434         -1.351          1.430
         -0.616          0.455         -1.501          1.623
         -0.616          0.475         -1.686          1.869
         -0.616          0.495         -1.896          2.158
         -0.616          0.515         -2.120          2.482
         -0.616          0.535         -2.353          2.834
         -0.616          0.556         -2.590          3.211
         -0.616          0.576         -2.828          3.611
         -0.616          0.596         -3.065          4.029
         -0.616          0.616         -3.299          4.465
         -0.616          0.636         -3.529          4.918
         -0.616          0.657         -3.753          5.384
         -0.616          0.677         -3.971          5.863
         -0.616          0.697         -4.182          6.353
         -0.616          0.717         -4.385          6.852
         -0.616          0.737         -4.581          7.358
         -0.616          0.758         -4.768          7.869
         -0.616          0.778         -4.947          8.383
         -0.616          0.798         -5.117          8.898
         -0.616          0.818         -5.278          9.410
         -0.616          0.838         -5.430          9.917
         -0.616          0.859         -5.572         10.416
         -0.616          0.879         -5.706         10.904
         -0.616          0.899         -5.830         11.377
         -0.616          0.919         -5.945         11.832
         -0.616          0.939         -6.050         12.266
         -0.616          0.960         -6.146         12.676
         -0.616          0.980         -6.232         13.057
         -0.616          1.000         -6.309         13.406
  
         -0.596         -1.000         -6.281         13.277
         -0.596         -0.980         -6.204         12.931
         -0.596         -0.960         -6.118         12.554
         -0.596         -0.939         -6.022         12.149
         -0.596         -0.919         -5.917         11.719
         -0.596         -0.899         -5.802         11.269
         -0.596         -0.879         -5.678         10.800
         -0.596         -0.859         -5.545         10.318
         -0.596         -0.838         -5.402          9.824
         -0.596         -0.818         -5.251          9.322
         -0.596         -0.798         -5.090          8.816
         -0.596         -0.778         -4.921          8.307
         -0.596         -0.758         -4.743          7.799
         -0.596         -0.737         -4.557          7.294
         -0.596         -0.717         -4.363          6.794
         -0.596         -0.697         -4.161          6.302
         -0.596         -0.677         -3.952          5.819
         -0.596         -0.657         -3.736          5.348
         -0.596         -0.636         -3.515          4.889
         -0.596         -0.616         -3.289          4.446
         -0.596         -0.596         -3.060          4.019
         -0.596         -0.576         -2.829          3.611
         -0.596         -0.556         -2.598          3.225
         -0.596         -0.535         -2.370          2.861
         -0.596         -0.515         -2.150          2.526
         -0.596         -0.495         -1.941          2.222
         -0.596         -0.475         -1.751          1.957
         -0.596         -0.455         -1.589          1.738
         -0.596         -0.434         -1.465          1.576
         -0.596         -0.414         -1.390          1.479
         -0.596         -0.394         -1.369          1.453
         -0.596         -0.374         -1.401          1.494
         -0.596         -0.354         -1.478          1.593
         -0.596         -0.333         -1.586          1.735
         -0.596         -0.313         -1.715          1.908
         -0.596         -0.293         -1.853          2.099
         -0.596         -0.273         -1.995          2.300
         -0.596         -0.253         -2.136          2.505
         -0.596         -0.232         -2.271          2.709
         -0.596         -0.212         -2.400          2.907
         -0.596         -0.192         -2.519          3.096
         -0.596         -0.172         -2.628          3.273
         -0.596         -0.152         -2.726          3.437
         -0.596         -0.131         -2.813          3.584
         -0.596         -0.111         -2.888          3.713
         -0.596         -0.091         -2.951          3.823
         -0.596         -0.071         -3.001          3.913
         -0.596         -0.051         -3.039          3.981
         -0.596         -0.030         -3.064          4.027
         -0.596         -0.010         -3.077          4.050
         -0.596          0.010         -3.077          4.050
         -0.596          0.030         -3.064          4.027
         -0.596          0.051         -3.039          3.981
         -0.596          0.071         -3.001          3.913
         -0.596          0.091         -2.951          3.823
         -0.596          0.111         -2.888          3.713
         -0.596          0.131         -2.813          3.584
         -0.596          0.152         -2.726          3.437
         -0.596          0.172         -2.628          3.273
         -0.596          0.192         -2.519          3.096
         -0.596          0.212         -2.400          2.907
         -0.596          0.232         -2.271          2.709
         -0.596          0.253         -2.136          2.505
         -0.596          0.273         -1.995          2.300
         -0.596          0.293         -1.853          2.099
         -0.596          0.313         -1.715          1.908
         -0.596          0.333         -1.586          1.735
         -0.596          0.354         -1.478          1.593
         -0.596          0.374         -1.401          1.494
         -0.596          0.394         -1.369          1.453
         -0.596          0.414         -1.390          1.479
         -0.596          0.434         -1.465          1.576
         -0.596          0.455         -1.589          1.738
         -0.596          0.475         -1.751          1.957
         -0.596          0.495         -1.941          2.222
         -0.596          0.515         -2.150          2.526
         -0.596          0.535         -2.370          2.861
         -0.596          0.556         -2.598          3.225
         -0.596          0.576         -2.829          3.611
         -0.596          0.596         -3.060          4.019
         -0.596          0.616         -3.289          4.446
         -0.596          0.636         -3.515          4.889
         -0.596          0.657         -3.736          5.348
         -0.596          0.677         -3.952          5.819
         -0.596          0.697         -4.161          6.302
         -0.596          0.717         -4.363          6.794
         -0.596          0.737         -4.557          7.294
         -0.596          0.758         -4.743          7.799
         -0.596          0.778         -4.921          8.307
         -0.596          0.798         -5.090          8.816
         -0.596          0.818         -5.251          9.322
         -0.596          0.838         -5.402          9.824
         -0.596          0.859         -5.545         10.318
         -0.596          0.879         -5.678         10.800
         -0.596          0.899         -5.802         11.269
         -0.596          0.919         -5.917         11.719
         -0.596          0.939         -6.022         12.149
         -0.596          0.960         -6.118         12.554
         -0.596          0.980         -6.204         12.931
         -0.596          1.000         -6.281         13.277
  
         -0.576         -1.000         -6.243         13.106
         -0.576         -0.980         -6.166         12.765
         -0.576         -0.960         -6.080         12.393
         -0.576         -0.939         -5.984         11.994
         -0.576         -0.919         -5.879         11.570
         -0.576         -0.899         -5.765         11.126
         -0.576         -0.879         -5.641         10.664
         -0.576         -0.859         -5.508         10.188
         -0.576         -0.838         -5.366          9.701
         -0.576         -0.818         -5.215          9.207
         -0.576         -0.798         -5.055          8.708
         -0.576         -0.778         -4.887          8.207
         -0.576         -0.758         -4.710          7.707
         -0.576         -0.737         -4.525          7.210
         -0.576         -0.717         -4.332          6.719
         -0.576         -0.697         -4.132          6.235
         -0.576         -0.677         -3.926          5.762
         -0.576         -0.657         -3.714          5.300
         -0.576         -0.636         -3.497          4.852
         -0.576         -0.616         -3.276          4.420
         -0.576         -0.596         -3.053          4.006
         -0.576         -0.576         -2.830          3.613
         -0.576         -0.556         -2.609          3.242
         -0.576         -0.535         -2.393          2.897
         -0.576         -0.515         -2.188          2.583
         -0.576         -0.495         -1.999          2.305
         -0.576         -0.475         -1.832          2.069
         -0.576         -0.455         -1.696          1.882
         -0.576         -0.434         -1.600          1.754
         -0.576         -0.414         -1.551          1.688
         -0.576         -0.394         -1.550          1.687
         -0.576         -0.374         -1.594          1.746
         -0.576         -0.354         -1.675          1.854
         -0.576         -0.333         -1.782          1.999
         -0.576         -0.313         -1.905          2.172
         -0.576         -0.293         -2.038          2.361
         -0.576         -0.273         -2.173          2.561
         -0.576         -0.253         -2.307          2.764
         -0.576         -0.232         -2.437          2.966
         -0.576         -0.212         -2.560          3.162
         -0.576         -0.192         -2.674          3.350
         -0.576         -0.172         -2.779          3.526
         -0.576         -0.152         -2.874          3.689
         -0.576         -0.131         -2.958          3.836
         -0.576         -0.111         -3.030          3.965
         -0.576         -0.091         -3.091          4.075
         -0.576         -0.071         -3.140          4.165
         -0.576         -0.051         -3.176          4.233
         -0.576         -0.030         -3.201          4.279
         -0.576         -0.010         -3.213          4.302
         -0.576          0.010         -3.213          4.302
         -0.576          0.030         -3.201          4.279
         -0.576          0.051         -3.176          4.233
         -0.576          0.071         -3.140          4.165
         -0.576          0.091         -3.091          4.075
         -0.576          0.111         -3.030          3.965
         -0.576          0.131         -2.958          3.836
         -0.576          0.152         -2.874          3.689
         -0.576          0.172         -2.779          3.526
         -0.576          0.192         -2.674          3.350
         -0.576          0.212         -2.560          3.162
         -0.576          0.232         -2.437          2.966
         -0.576          0.253         -2.307          2.764
         -0.576          0.273         -2.173          2.561
         -0.576          0.293         -2.038          2.361
         -0.576          0.313         -1.905          2.172
         -0.576          0.333         -1.782          1.999
         -0.576          0.354         -1.675          1.854
         -0.576          0.374         -1.594          1.746
         -0.576          0.394         -1.550          1.687
         -0.576          0.414         -1.551          1.688
         -0.576          0.434         -1.600          1.754
         -0.576          0.455         -1.696          1.882
         -0.576          0.475         -1.832          2.069
         -0.576          0.495         -1.999          2.305
         -0.576          0.515         -2.188          2.583
         -0.576          0.535         -2.393          2.897
         -0.576          0.556         -2.609          3.242
         -0.576          0.576         -2.830          3.613
         -0.576          0.596         -3.053          4.006
         -0.576          0.616         -3.276          4.420
         -0.576          0.636         -3.497          4.852
         -0.576          0.657         -3.714          5.300
         -0.576          0.677         -3.926          5.762
         -0.576          0.697         -4.132          6.235
         -0.576          0.717         -4.332          6.719
         -0.576          0.737         -4.525          7.210
         -0.576          0.758         -4.710          7.707
         -0.576          0.778         -4.887          8.207
         -0.576          0.798         -5.055          8.708
         -0.576          0.818         -5.215          9.207
         -0.576          0.838         -5.366          9.701
         -0.576          0.859         -5.508         10.188
         -0.576          0.879         -5.641         10.664
         -0.576          0.899         -5.765         11.126
         -0.576          0.919         -5.879         11.570
         -0.576          0.939         -5.984         11.994
         -0.576          0.960         -6.080         12.393
         -0.576          0.980         -6.166         12.765
         -0.576          1.000         -6.243         13.106
  
         -0.556         -1.000         -6.196         12.896
         -0.556         -0.980         -6.119         12.560
         -0.556         -0.960         -6.033         12.195
         -0.556         -0.939         -5.937         11.802
         -0.556         -0.919         -5.832         11.386
         -0.556         -0.899         -5.718         10.949
         -0.556         -0.879         -5.595         10.495
         -0.556         -0.859         -5.462         10.028
         -0.556         -0.838         -5.320          9.550
         -0.556         -0.818         -5.170          9.064
         -0.556         -0.798         -5.011          8.574
         -0.556         -0.778         -4.844          8.083
         -0.556         -0.758         -4.668          7.592
         -0.556         -0.737         -4.485          7.106
         -0.556         -0.717         -4.294          6.625
         -0.556         -0.697         -4.097          6.152
         -0.556         -0.677         -3.894          5.690
         -0.556         -0.657         -3.686          5.241
         -0.556         -0.636         -3.474          4.806
         -0.556         -0.616         -3.259          4.388
         -0.556         -0.596         -3.044          3.990
         -0.556         -0.576         -2.830          3.614
         -0.556         -0.556         -2.622          3.263
         -0.556         -0.535         -2.421          2.941
         -0.556         -0.515         -2.235          2.653
         -0.556         -0.495         -2.067          2.404
         -0.556         -0.475         -1.926          2.200
         -0.556         -0.455         -1.818          2.049
         -0.556         -0.434         -1.750          1.955
         -0.556         -0.414         -1.725          1.921
         -0.556         -0.394         -1.743          1.946
         -0.556         -0.374         -1.798          2.022
         -0.556         -0.354         -1.883          2.141
         -0.556         -0.333         -1.990          2.293
         -0.556         -0.313         -2.111          2.468
         -0.556         -0.293         -2.239          2.659
         -0.556         -0.273         -2.369          2.859
         -0.556         -0.253         -2.497          3.062
         -0.556         -0.232         -2.622          3.263
         -0.556         -0.212         -2.740          3.460
         -0.556         -0.192         -2.850          3.648
         -0.556         -0.172         -2.951          3.824
         -0.556         -0.152         -3.042          3.987
         -0.556         -0.131         -3.123          4.135
         -0.556         -0.111         -3.193          4.264
         -0.556         -0.091         -3.252          4.375
         -0.556         -0.071         -3.299          4.465
         -0.556         -0.051         -3.334          4.533
         -0.556         -0.030         -3.358          4.579
         -0.556         -0.010         -3.370          4.602
         -0.556          0.010         -3.370          4.602
         -0.556          0.030         -3.358          4.579
         -0.556          0.051         -3.334          4.533
         -0.556          0.071         -3.299          4.465
         -0.556          0.091         -3.252          4.375
         -0.556          0.111         -3.193          4.264
         -0.556          0.131         -3.123          4.135
         -0.556          0.152         -3.042          3.987
         -0.556          0.172         -2.951          3.824
         -0.556          0.192         -2.850          3.648
         -0.556          0.212         -2.740          3.460
         -0.556          0.232         -2.622          3.263
         -0.556          0.253         -2.497          3.062
         -0.556          0.273         -2.369          2.859
         -0.556          0.293         -2.239          2.659
         -0.556          0.313         -2.111          2.468
         -0.556          0.333         -1.990          2.293
         -0.556          0.354         -1.883          2.141
         -0.556          0.374         -1.798          2.022
         -0.556          0.394         -1.743          1.946
         -0.556          0.414         -1.725          1.921
         -0.556          0.434         -1.750          1.955
         -0.556          0.455         -1.818          2.049
         -0.556          0.475         -1.926          2.200
         -0.556          0.495         -2.067          2.404
         -0.556          0.515         -2.235          2.653
         -0.556          0.535         -2.421          2.941
         -0.556          0.556         -2.622          3.263
         -0.556          0.576         -2.830          3.614
         -0.556          0.596         -3.044          3.990
         -0.556          0.616         -3.259          4.388
         -0.556          0.636         -3.474          4.806
         -0.556          0.657         -3.686          5.241
         -0.556          0.677         -3.894          5.690
         -0.556          0.697         -4.097          6.152
         -0.556          0.717         -4.294          6.625
         -0.556          0.737         -4.485          7.106
         -0.556          0.758         -4.668          7.592
         -0.556          0.778         -4.844          8.083
         -0.556          0.798         -5.011          8.574
         -0.556          0.818         -5.170          9.064
         -0.556          0.838         -5.320          9.550
         -0.556          0.859         -5.462         10.028
         -0.556          0.879         -5.595         10.495
         -0.556          0.899         -5.718         10.949
         -0.556          0.919         -5.832         11.386
         -0.556          0.939         -5.937         11.802
         -0.556          0.960         -6.033         12.195
         -0.556          0.980         -6.119         12.560
         -0.556          1.000         -6.196         12.896
  
         -0.535         -1.000         -6.139         12.648
         -0.535         -0.980         -6.063         12.319
         -0.535         -0.960         -5.976         11.961
         -0.535         -0.939         -5.881         11.577
         -0.535         -0.919         -5.776         11.169
         -0.535         -0.899         -5.662         10.741
         -0.535         -0.879         -5.539         10.297
         -0.535         -0.859         -5.407          9.839
         -0.535         -0.838         -5.266          9.371
         -0.535         -0.818         -5.116          8.896
         -0.535         -0.798         -4.958          8.416
         -0.535         -0.778         -4.792          7.936
         -0.535         -0.758         -4.618          7.457
         -0.535         -0.737         -4.437          6.982
         -0.535         -0.717         -4.249          6.513
         -0.535         -0.697         -4.055          6.054
         -0.535         -0.677         -3.855          5.605
         -0.535         -0.657         -3.652          5.170
         -0.535         -0.636         -3.446          4.751
         -0.535         -0.616         -3.239          4.351
         -0.535         -0.596         -3.033          3.971
         -0.535         -0.576         -2.831          3.616
         -0.535         -0.556         -2.637          3.288
         -0.535         -0.535         -2.454          2.992
         -0.535         -0.515         -2.288          2.734
         -0.535         -0.495         -2.144          2.517
         -0.535         -0.475         -2.029          2.349
         -0.535         -0.455         -1.949          2.234
         -0.535         -0.434         -1.907          2.175
         -0.535         -0.414         -1.905          2.171
         -0.535         -0.394         -1.940          2.221
         -0.535         -0.374         -2.006          2.315
         -0.535         -0.354         -2.097          2.447
         -0.535         -0.333         -2.205          2.608
         -0.535         -0.313         -2.324          2.789
         -0.535         -0.293         -2.448          2.984
         -0.535         -0.273         -2.575          3.186
         -0.535         -0.253         -2.699          3.391
         -0.535         -0.232         -2.819          3.594
         -0.535         -0.212         -2.933          3.792
         -0.535         -0.192         -3.039          3.982
         -0.535         -0.172         -3.137          4.160
         -0.535         -0.152         -3.225          4.324
         -0.535         -0.131         -3.303          4.473
         -0.535         -0.111         -3.371          4.603
         -0.535         -0.091         -3.427          4.715
         -0.535         -0.071         -3.473          4.805
         -0.535         -0.051         -3.508          4.874
         -0.535         -0.030         -3.531          4.921
         -0.535         -0.010         -3.542          4.944
         -0.535          0.010         -3.542          4.944
         -0.535          0.030         -3.531          4.921
         -0.535          0.051         -3.508          4.874
         -0.535          0.071         -3.473          4.805
         -0.535          0.091         -3.427          4.715
         -0.535          0.111         -3.371          4.603
         -0.535          0.131         -3.303          4.473
         -0.535          0.152         -3.225          4.324
         -0.535          0.172         -3.137          4.160
         -0.535          0.192         -3.039          3.982
         -0.535          0.212         -2.933          3.792
         -0.535          0.232         -2.819          3.594
         -0.535          0.253         -2.699          3.391
         -0.535          0.273         -2.575          3.186
         -0.535          0.293         -2.448          2.984
         -0.535          0.313         -2.324          2.789
         -0.535          0.333         -2.205          2.608
         -0.535          0.354         -2.097          2.447
         -0.535          0.374         -2.006          2.315
         -0.535          0.394         -1.940          2.221
         -0.535          0.414         -1.905          2.171
         -0.535          0.434         -1.907          2.175
         -0.535          0.455         -1.949          2.234
         -0.535          0.475         -2.029          2.349
         -0.535          0.495         -2.144          2.517
         -0.535          0.515         -2.288          2.734
         -0.535          0.535         -2.454          2.992
         -0.535          0.556         -2.637          3.288
         -0.535          0.576         -2.831          3.616
         -0.535          0.596         -3.033          3.971
         -0.535          0.616         -3.239          4.351
         -0.535          0.636         -3.446          4.751
         -0.535          0.657         -3.652          5.170
         -0.535          0.677         -3.855          5.605
         -0.535          0.697         -4.055          6.054
         -0.535          0.717         -4.249          6.513
         -0.535          0.737         -4.437          6.982
         -0.535          0.758         -4.618          7.457
         -0.535          0.778         -4.792          7.936
         -0.535          0.798         -4.958          8.416
         -0.535          0.818         -5.116          8.896
         -0.535          0.838         -5.266          9.371
         -0.535          0.859         -5.407          9.839
         -0.535          0.879         -5.539         10.297
         -0.535          0.899         -5.662         10.741
         -0.535          0.919         -5.776         11.169
         -0.535          0.939         -5.881         11.577
         -0.535          0.960         -5.976         11.961
         -0.535          0.980         -6.063         12.319
         -0.535          1.000         -6.139         12.648
  
         -0.515         -1.000         -6.073         12.365
         -0.515         -0.980         -5.997         12.044
         -0.515         -0.960         -5.910         11.694
         -0.515         -0.939         -5.815         11.319
         -0.515         -0.919         -5.710         10.920
         -0.515         -0.899         -5.597         10.503
         -0.515         -0.879         -5.474         10.069
         -0.515         -0.859         -5.342          9.622
         -0.515         -0.838         -5.202          9.165
         -0.515         -0.818         -5.053          8.702
         -0.515         -0.798         -4.896          8.235
         -0.515         -0.778         -4.732          7.767
         -0.515         -0.758         -4.559          7.301
         -0.515         -0.737         -4.381          6.840
         -0.515         -0.717         -4.195          6.385
         -0.515         -0.697         -4.005          5.940
         -0.515         -0.677         -3.811          5.508
         -0.515         -0.657         -3.613          5.090
         -0.515         -0.636         -3.414          4.689
         -0.515         -0.616         -3.216          4.307
         -0.515         -0.596         -3.021          3.949
         -0.515         -0.576         -2.833          3.618
         -0.515         -0.556         -2.654          3.317
         -0.515         -0.535         -2.490          3.050
         -0.515         -0.515         -2.346          2.824
         -0.515         -0.495         -2.228          2.643
         -0.515         -0.475         -2.140          2.511
         -0.515         -0.455         -2.086          2.432
         -0.515         -0.434         -2.069          2.407
         -0.515         -0.414         -2.087          2.434
         -0.515         -0.394         -2.137          2.508
         -0.515         -0.374         -2.214          2.621
         -0.515         -0.354         -2.310          2.768
         -0.515         -0.333         -2.420          2.939
         -0.515         -0.313         -2.539          3.128
         -0.515         -0.293         -2.662          3.329
         -0.515         -0.273         -2.785          3.536
         -0.515         -0.253         -2.906          3.745
         -0.515         -0.232         -3.023          3.952
         -0.515         -0.212         -3.133          4.153
         -0.515         -0.192         -3.236          4.345
         -0.515         -0.172         -3.331          4.526
         -0.515         -0.152         -3.416          4.693
         -0.515         -0.131         -3.492          4.844
         -0.515         -0.111         -3.558          4.976
         -0.515         -0.091         -3.613          5.089
         -0.515         -0.071         -3.657          5.181
         -0.515         -0.051         -3.691          5.251
         -0.515         -0.030         -3.713          5.299
         -0.515         -0.010         -3.724          5.322
         -0.515          0.010         -3.724          5.322
         -0.515          0.030         -3.713          5.299
         -0.515          0.051         -3.691          5.251
         -0.515          0.071         -3.657          5.181
         -0.515          0.091         -3.613          5.089
         -0.515          0.111         -3.558          4.976
         -0.515          0.131         -3.492          4.844
         -0.515          0.152         -3.416          4.693
         -0.515          0.172         -3.331          4.526
         -0.515          0.192         -3.236          4.345
         -0.515          0.212         -3.133          4.153
         -0.515          0.232         -3.023          3.952
         -0.515          0.253         -2.906          3.745
         -0.515          0.273         -2.785          3.536
         -0.515          0.293         -2.662          3.329
         -0.515          0.313         -2.539          3.128
         -0.515          0.333         -2.420          2.939
         -0.515          0.354         -2.310          2.768
         -0.515          0.374         -2.214          2.621
         -0.515          0.394         -2.137          2.508
         -0.515          0.414         -2.087          2.434
         -0.515          0.434         -2.069          2.407
         -0.515          0.455         -2.086          2.432
         -0.515          0.475         -2.140          2.511
         -0.515          0.495         -2.228          2.643
         -0.515          0.515         -2.346          2.824
         -0.515          0.535         -2.490          3.050
         -0.515          0.556         -2.654          3.317
         -0.515          0.576         -2.833          3.618
         -0.515          0.596         -3.021          3.949
         -0.515          0.616         -3.216          4.307
         -0.515          0.636         -3.414          4.689
         -0.515          0.657         -3.613          5.090
         -0.515          0.677         -3.811          5.508
         -0.515          0.697         -4.005          5.940
         -0.515          0.717         -4.195          6.385
         -0.515          0.737         -4.381          6.840
         -0.515          0.758         -4.559          7.301
         -0.515          0.778         -4.732          7.767
         -0.515          0.798         -4.896          8.235
         -0.515          0.818         -5.053          8.702
         -0.515          0.838         -5.202          9.165
         -0.515          0.859         -5.342          9.622
         -0.515          0.879         -5.474         10.069
         -0.515          0.899         -5.597         10.503
         -0.515          0.919         -5.710         10.920
         -0.515          0.939         -5.815         11.319
         -0.515          0.960         -5.910         11.694
         -0.515          0.980         -5.997         12.044
         -0.515          1.000         -6.073         12.365
  
         -0.495         -1.000         -5.998         12.049
         -0.495         -0.980         -5.921         11.737
         -0.495         -0.960         -5.835         11.396
         -0.495         -0.939         -5.740         11.030
         -0.495         -0.919         -5.635         10.643
         -0.495         -0.899         -5.522         10.236
         -0.495         -0.879         -5.399          9.814
         -0.495         -0.859         -5.268          9.379
         -0.495         -0.838         -5.129          8.935
         -0.495         -0.818         -4.981          8.485
         -0.495         -0.798         -4.826          8.031
         -0.495         -0.778         -4.663          7.578
         -0.495         -0.758         -4.493          7.126
         -0.495         -0.737         -4.316          6.680
         -0.495         -0.717         -4.135          6.241
         -0.495         -0.697         -3.949          5.813
         -0.495         -0.677         -3.760          5.398
         -0.495         -0.657         -3.569          4.999
         -0.495         -0.636         -3.378          4.618
         -0.495         -0.616         -3.190          4.259
         -0.495         -0.596         -3.008          3.925
         -0.495         -0.576         -2.834          3.620
         -0.495         -0.556         -2.673          3.348
         -0.495         -0.535         -2.530          3.114
         -0.495         -0.515         -2.410          2.923
         -0.495         -0.495         -2.316          2.778
         -0.495         -0.475         -2.255          2.684
         -0.495         -0.455         -2.227          2.641
         -0.495         -0.434         -2.232          2.649
         -0.495         -0.414         -2.269          2.705
         -0.495         -0.394         -2.333          2.803
         -0.495         -0.374         -2.418          2.937
         -0.495         -0.354         -2.520          3.098
         -0.495         -0.333         -2.633          3.282
         -0.495         -0.313         -2.752          3.481
         -0.495         -0.293         -2.874          3.690
         -0.495         -0.273         -2.996          3.904
         -0.495         -0.253         -3.115          4.119
         -0.495         -0.232         -3.229          4.331
         -0.495         -0.212         -3.337          4.537
         -0.495         -0.192         -3.437          4.734
         -0.495         -0.172         -3.529          4.918
         -0.495         -0.152         -3.613          5.089
         -0.495         -0.131         -3.686          5.242
         -0.495         -0.111         -3.750          5.378
         -0.495         -0.091         -3.804          5.493
         -0.495         -0.071         -3.847          5.587
         -0.495         -0.051         -3.879          5.659
         -0.495         -0.030         -3.901          5.707
         -0.495         -0.010         -3.912          5.731
         -0.495          0.010         -3.912          5.731
         -0.495          0.030         -3.901          5.707
         -0.495          0.051         -3.879          5.659
         -0.495          0.071         -3.847          5.587
         -0.495          0.091         -3.804          5.493
         -0.495          0.111         -3.750          5.378
         -0.495          0.131         -3.686          5.242
         -0.495          0.152         -3.613          5.089
         -0.495          0.172         -3.529          4.918
         -0.495          0.192         -3.437          4.734
         -0.495          0.212         -3.337          4.537
         -0.495          0.232         -3.229          4.331
         -0.495          0.253         -3.115          4.119
         -0.495          0.273         -2.996          3.904
         -0.495          0.293         -2.874          3.690
         -0.495          0.313         -2.752          3.481
         -0.495          0.333         -2.633          3.282
         -0.495          0.354         -2.520          3.098
         -0.495          0.374         -2.418          2.937
         -0.495          0.394         -2.333          2.803
         -0.495          0.414         -2.269          2.705
         -0.495          0.434         -2.232          2.649
         -0.495          0.455         -2.227          2.641
         -0.495          0.475         -2.255          2.684
         -0.495          0.495         -2.316          2.778
         -0.495          0.515         -2.410          2.923
         -0.495          0.535         -2.530          3.114
         -0.495          0.556         -2.673          3.348
         -0.495          0.576         -2.834          3.620
         -0.495          0.596         -3.008          3.925
         -0.495          0.616         -3.190          4.259
         -0.495          0.636         -3.378          4.618
         -0.495          0.657         -3.569          4.999
         -0.495          0.677         -3.760          5.398
         -0.495          0.697         -3.949          5.813
         -0.495          0.717         -4.135          6.241
         -0.495          0.737         -4.316          6.680
         -0.495          0.758         -4.493          7.126
         -0.495          0.778         -4.663          7.578
         -0.495          0.798         -4.826          8.031
         -0.495          0.818         -4.981          8.485
         -0.495          0.838         -5.129          8.935
         -0.495          0.859         -5.268          9.379
         -0.495          0.879         -5.399          9.814
         -0.495          0.899         -5.522         10.236
         -0.495          0.919         -5.635         10.643
         -0.495          0.939         -5.740         11.030
         -0.495          0.960         -5.835         11.396
         -0.495          0.980         -5.921         11.737
         -0.495          1.000         -5.998         12.049
  
         -0.475         -1.000         -5.913         11.704
         -0.475         -0.980         -5.836         11.400
         -0.475         -0.960         -5.750         11.070
         -0.475         -0.939         -5.655         10.714
         -0.475         -0.919         -5.551         10.338
         -0.475         -0.899         -5.437          9.943
         -0.475         -0.879         -5.316          9.534
         -0.475         -0.859         -5.185          9.112
         -0.475         -0.838         -5.047          8.682
         -0.475         -0.818         -4.900          8.246
         -0.475         -0.798         -4.746          7.807
         -0.475         -0.778         -4.585          7.369
         -0.475         -0.758         -4.417          6.933
         -0.475         -0.737         -4.244          6.503
         -0.475         -0.717         -4.067          6.082
         -0.475         -0.697         -3.886          5.672
         -0.475         -0.677         -3.703          5.277
         -0.475         -0.657         -3.519          4.898
         -0.475         -0.636         -3.338          4.540
         -0.475         -0.616         -3.161          4.205
         -0.475         -0.596         -2.992          3.898
         -0.475         -0.576         -2.835          3.622
         -0.475         -0.556         -2.694          3.383
         -0.475         -0.535         -2.573          3.183
         -0.475         -0.515         -2.476          3.028
         -0.475         -0.495         -2.409          2.921
         -0.475         -0.475         -2.372          2.865
         -0.475         -0.455         -2.368          2.858
         -0.475         -0.434         -2.394          2.898
         -0.475         -0.414         -2.448          2.983
         -0.475         -0.394         -2.524          3.105
         -0.475         -0.374         -2.618          3.258
         -0.475         -0.354         -2.726          3.436
         -0.475         -0.333         -2.842          3.634
         -0.475         -0.313         -2.962          3.844
         -0.475         -0.293         -3.084          4.063
         -0.475         -0.273         -3.205          4.286
         -0.475         -0.253         -3.322          4.509
         -0.475         -0.232         -3.434          4.727
         -0.475         -0.212         -3.540          4.940
         -0.475         -0.192         -3.638          5.142
         -0.475         -0.172         -3.729          5.331
         -0.475         -0.152         -3.810          5.506
         -0.475         -0.131         -3.882          5.664
         -0.475         -0.111         -3.944          5.803
         -0.475         -0.091         -3.997          5.921
         -0.475         -0.071         -4.039          6.018
         -0.475         -0.051         -4.071          6.091
         -0.475         -0.030         -4.092          6.140
         -0.475         -0.010         -4.103          6.165
         -0.475          0.010         -4.103          6.165
         -0.475          0.030         -4.092          6.140
         -0.475          0.051         -4.071          6.091
         -0.475          0.071         -4.039          6.018
         -0.475          0.091         -3.997          5.921
         -0.475          0.111         -3.944          5.803
         -0.475          0.131         -3.882          5.664
         -0.475          0.152         -3.810          5.506
         -0.475          0.172         -3.729          5.331
         -0.475          0.192         -3.638          5.142
         -0.475          0.212         -3.540          4.940
         -0.475          0.232         -3.434          4.727
         -0.475          0.253         -3.322          4.509
         -0.475          0.273         -3.205          4.286
         -0.475          0.293         -3.084          4.063
         -0.475          0.313         -2.962          3.844
         -0.475          0.333         -2.842          3.634
         -0.475          0.354         -2.726          3.436
         -0.475          0.374         -2.618          3.258
         -0.475          0.394         -2.524          3.105
         -0.475          0.414         -2.448          2.983
         -0.475          0.434         -2.394          2.898
         -0.475          0.455         -2.368          2.858
         -0.475          0.475         -2.372          2.865
         -0.475          0.495         -2.409          2.921
         -0.475          0.515         -2.476          3.028
         -0.475          0.535         -2.573          3.183
         -0.475          0.556         -2.694          3.383
         -0.475          0.576         -2.835          3.622
         -0.475          0.596         -2.992          3.898
         -0.475          0.616         -3.161          4.205
         -0.475          0.636         -3.338          4.540
         -0.475          0.657         -3.519          4.898
