             kx             ky    energy_plus   energy_minus
          0.232         -0.172         -5.650         10.698
          0.232         -0.152         -5.726         10.977
          0.232         -0.131         -5.792         11.229
          0.232         -0.111         -5.848         11.449
          0.232         -0.091         -5.896         11.636
          0.232         -0.071         -5.934         11.788
          0.232         -0.051         -5.962         11.903
          0.232         -0.030         -5.981         11.981
          0.232         -0.010         -5.991         12.020
          0.232          0.010         -5.991         12.020
          0.232          0.030         -5.981         11.981
          0.232          0.051         -5.962         11.903
          0.232          0.071         -5.934         11.788
          0.232          0.091         -5.896         11.636
          0.232          0.111         -5.848         11.449
          0.232          0.131         -5.792         11.229
          0.232          0.152         -5.726         10.977
          0.232          0.172         -5.650         10.698
          0.232          0.192         -5.566         10.392
          0.232          0.212         -5.472         10.063
          0.232          0.232         -5.370          9.715
          0.232          0.253         -5.259          9.348
          0.232          0.273         -5.139          8.968
          0.232          0.293         -5.012          8.577
          0.232          0.313         -4.876          8.177
          0.232          0.333         -4.734          7.773
          0.232          0.354         -4.584          7.367
          0.232          0.374         -4.429          6.961
          0.232          0.394         -4.268          6.560
          0.232          0.414         -4.103          6.166
          0.232          0.434         -3.935          5.782
          0.232          0.455         -3.766          5.411
          0.232          0.475         -3.597          5.056
          0.232          0.495         -3.431          4.721
          0.232          0.515         -3.270          4.410
          0.232          0.535         -3.119          4.127
          0.232          0.556         -2.979          3.875
          0.232          0.576         -2.856          3.658
          0.232          0.596         -2.753          3.482
          0.232          0.616         -2.674          3.350
          0.232          0.636         -2.622          3.264
          0.232          0.657         -2.599          3.226
          0.232          0.677         -2.605          3.237
          0.232          0.697         -2.639          3.292
          0.232          0.717         -2.698          3.389
          0.232          0.737         -2.777          3.523
          0.232          0.758         -2.874          3.689
          0.232          0.778         -2.982          3.880
          0.232          0.798         -3.099          4.091
          0.232          0.818         -3.221          4.317
          0.232          0.838         -3.345          4.553
          0.232          0.859         -3.468          4.795
          0.232          0.879         -3.589          5.040
          0.232          0.899         -3.705          5.282
          0.232          0.919         -3.816          5.520
          0.232          0.939         -3.921          5.750
          0.232          0.960         -4.018          5.969
          0.232          0.980         -4.106          6.174
          0.232          1.000         -4.187          6.364
  
          0.253         -1.000         -4.374          6.824
          0.253         -0.980         -4.295          6.627
          0.253         -0.960         -4.207          6.413
          0.253         -0.939         -4.111          6.185
          0.253         -0.919         -4.007          5.946
          0.253         -0.899         -3.897          5.697
          0.253         -0.879         -3.780          5.443
          0.253         -0.859         -3.659          5.186
          0.253         -0.838         -3.535          4.930
          0.253         -0.818         -3.409          4.678
          0.253         -0.798         -3.284          4.435
          0.253         -0.778         -3.161          4.205
          0.253         -0.758         -3.045          3.993
          0.253         -0.737         -2.939          3.803
          0.253         -0.717         -2.847          3.642
          0.253         -0.697         -2.772          3.514
          0.253         -0.677         -2.719          3.424
          0.253         -0.657         -2.691          3.378
          0.253         -0.636         -2.690          3.377
          0.253         -0.616         -2.718          3.423
          0.253         -0.596         -2.773          3.517
          0.253         -0.576         -2.854          3.655
          0.253         -0.556         -2.958          3.836
          0.253         -0.535         -3.080          4.056
          0.253         -0.515         -3.217          4.309
          0.253         -0.495         -3.365          4.592
          0.253         -0.475         -3.521          4.901
          0.253         -0.455         -3.681          5.231
          0.253         -0.434         -3.844          5.580
          0.253         -0.414         -4.006          5.943
          0.253         -0.394         -4.167          6.317
          0.253         -0.374         -4.324          6.699
          0.253         -0.354         -4.477          7.086
          0.253         -0.333         -4.625          7.476
          0.253         -0.313         -4.766          7.863
          0.253         -0.293         -4.900          8.247
          0.253         -0.273         -5.027          8.623
          0.253         -0.253         -5.146          8.989
          0.253         -0.232         -5.257          9.342
          0.253         -0.212         -5.359          9.678
          0.253         -0.192         -5.452          9.995
          0.253         -0.172         -5.537         10.289
          0.253         -0.152         -5.612         10.559
          0.253         -0.131         -5.678         10.801
          0.253         -0.111         -5.735         11.014
          0.253         -0.091         -5.783         11.194
          0.253         -0.071         -5.821         11.341
          0.253         -0.051         -5.849         11.452
          0.253         -0.030         -5.868         11.527
          0.253         -0.010         -5.878         11.564
          0.253          0.010         -5.878         11.564
          0.253          0.030         -5.868         11.527
          0.253          0.051         -5.849         11.452
          0.253          0.071         -5.821         11.341
          0.253          0.091         -5.783         11.194
          0.253          0.111         -5.735         11.014
          0.253          0.131         -5.678         10.801
          0.253          0.152         -5.612         10.559
          0.253          0.172         -5.537         10.289
          0.253          0.192         -5.452          9.995
          0.253          0.212         -5.359          9.678
          0.253          0.232         -5.257          9.342
          0.253          0.253         -5.146          8.989
          0.253          0.273         -5.027          8.623
          0.253          0.293         -4.900          8.247
          0.253          0.313         -4.766          7.863
          0.253          0.333         -4.625          7.476
          0.253          0.354         -4.477          7.086
          0.253          0.374         -4.324          6.699
          0.253          0.394         -4.167          6.317
          0.253          0.414         -4.006          5.943
          0.253          0.434         -3.844          5.580
          0.253          0.455         -3.681          5.231
          0.253          0.475         -3.521          4.901
          0.253          0.495         -3.365          4.592
          0.253          0.515         -3.217          4.309
          0.253          0.535         -3.080          4.056
          0.253          0.556         -2.958          3.836
          0.253          0.576         -2.854          3.655
          0.253          0.596         -2.773          3.517
          0.253          0.616         -2.718          3.423
          0.253          0.636         -2.690          3.377
          0.253          0.657         -2.691          3.378
          0.253          0.677         -2.719          3.424
          0.253          0.697         -2.772          3.514
          0.253          0.717         -2.847          3.642
          0.253          0.737         -2.939          3.803
          0.253          0.758         -3.045          3.993
          0.253          0.778         -3.161          4.205
          0.253          0.798         -3.284          4.435
          0.253          0.818         -3.409          4.678
          0.253          0.838         -3.535          4.930
          0.253          0.859         -3.659          5.186
          0.253          0.879         -3.780          5.443
          0.253          0.899         -3.897          5.697
          0.253          0.919         -4.007          5.946
          0.253          0.939         -4.111          6.185
          0.253          0.960         -4.207          6.413
          0.253          0.980         -4.295          6.627
          0.253          1.000         -4.374          6.824
  
          0.273         -1.000         -4.556          7.291
          0.273         -0.980         -4.477          7.086
          0.273         -0.960         -4.390          6.864
          0.273         -0.939         -4.295          6.626
          0.273         -0.919         -4.191          6.375
          0.273         -0.899         -4.081          6.115
          0.273         -0.879         -3.965          5.848
          0.273         -0.859         -3.843          5.578
          0.273         -0.838         -3.717          5.307
          0.273         -0.818         -3.589          5.040
          0.273         -0.798         -3.460          4.779
          0.273         -0.778         -3.333          4.530
          0.273         -0.758         -3.210          4.296
          0.273         -0.737         -3.094          4.082
          0.273         -0.717         -2.990          3.894
          0.273         -0.697         -2.901          3.736
          0.273         -0.677         -2.830          3.613
          0.273         -0.657         -2.781          3.530
          0.273         -0.636         -2.758          3.491
          0.273         -0.616         -2.763          3.498
          0.273         -0.596         -2.794          3.552
          0.273         -0.576         -2.853          3.652
          0.273         -0.556         -2.935          3.796
          0.273         -0.535         -3.039          3.981
          0.273         -0.515         -3.160          4.202
          0.273         -0.495         -3.294          4.455
          0.273         -0.475         -3.439          4.737
          0.273         -0.455         -3.590          5.042
          0.273         -0.434         -3.745          5.366
          0.273         -0.414         -3.901          5.707
          0.273         -0.394         -4.058          6.061
          0.273         -0.374         -4.211          6.423
          0.273         -0.354         -4.362          6.792
          0.273         -0.333         -4.507          7.163
          0.273         -0.313         -4.647          7.534
          0.273         -0.293         -4.780          7.902
          0.273         -0.273         -4.906          8.263
          0.273         -0.253         -5.024          8.614
          0.273         -0.232         -5.134          8.953
          0.273         -0.212         -5.236          9.276
          0.273         -0.192         -5.330          9.580
          0.273         -0.172         -5.414          9.864
          0.273         -0.152         -5.490         10.123
          0.273         -0.131         -5.556         10.356
          0.273         -0.111         -5.613         10.561
          0.273         -0.091         -5.660         10.734
          0.273         -0.071         -5.698         10.876
          0.273         -0.051         -5.727         10.983
          0.273         -0.030         -5.746         11.055
          0.273         -0.010         -5.756         11.091
          0.273          0.010         -5.756         11.091
          0.273          0.030         -5.746         11.055
          0.273          0.051         -5.727         10.983
          0.273          0.071         -5.698         10.876
          0.273          0.091         -5.660         10.734
          0.273          0.111         -5.613         10.561
          0.273          0.131         -5.556         10.356
          0.273          0.152         -5.490         10.123
          0.273          0.172         -5.414          9.864
          0.273          0.192         -5.330          9.580
          0.273          0.212         -5.236          9.276
          0.273          0.232         -5.134          8.953
          0.273          0.253         -5.024          8.614
          0.273          0.273         -4.906          8.263
          0.273          0.293         -4.780          7.902
          0.273          0.313         -4.647          7.534
          0.273          0.333         -4.507          7.163
          0.273          0.354         -4.362          6.792
          0.273          0.374         -4.211          6.423
          0.273          0.394         -4.058          6.061
          0.273          0.414         -3.901          5.707
          0.273          0.434         -3.745          5.366
          0.273          0.455         -3.590          5.042
          0.273          0.475         -3.439          4.737
          0.273          0.495         -3.294          4.455
          0.273          0.515         -3.160          4.202
          0.273          0.535         -3.039          3.981
          0.273          0.556         -2.935          3.796
          0.273          0.576         -2.853          3.652
          0.273          0.596         -2.794          3.552
          0.273          0.616         -2.763          3.498
          0.273          0.636         -2.758          3.491
          0.273          0.657         -2.781          3.530
          0.273          0.677         -2.830          3.613
          0.273          0.697         -2.901          3.736
          0.273          0.717         -2.990          3.894
          0.273          0.737         -3.094          4.082
          0.273          0.758         -3.210          4.296
          0.273          0.778         -3.333          4.530
          0.273          0.798         -3.460          4.779
          0.273          0.818         -3.589          5.040
          0.273          0.838         -3.717          5.307
          0.273          0.859         -3.843          5.578
          0.273          0.879         -3.965          5.848
          0.273          0.899         -4.081          6.115
          0.273          0.919         -4.191          6.375
          0.273          0.939         -4.295          6.626
          0.273          0.960         -4.390          6.864
          0.273          0.980         -4.477          7.086
          0.273          1.000         -4.556          7.291
  
          0.293         -1.000         -4.730          7.763
          0.293         -0.980         -4.652          7.549
          0.293         -0.960         -4.565          7.317
          0.293         -0.939         -4.470          7.069
          0.293         -0.919         -4.368          6.807
          0.293         -0.899         -4.257          6.535
          0.293         -0.879         -4.140          6.254
          0.293         -0.859         -4.018          5.970
          0.293         -0.838         -3.891          5.683
          0.293         -0.818         -3.760          5.399
          0.293         -0.798         -3.628          5.121
          0.293         -0.778         -3.496          4.851
          0.293         -0.758         -3.367          4.596
          0.293         -0.737         -3.243          4.358
          0.293         -0.717         -3.128          4.143
          0.293         -0.697         -3.025          3.956
          0.293         -0.677         -2.938          3.801
          0.293         -0.657         -2.870          3.683
          0.293         -0.636         -2.826          3.607
          0.293         -0.616         -2.807          3.575
          0.293         -0.596         -2.816          3.589
          0.293         -0.576         -2.851          3.649
          0.293         -0.556         -2.912          3.755
          0.293         -0.535         -2.996          3.903
          0.293         -0.515         -3.099          4.091
          0.293         -0.495         -3.219          4.313
          0.293         -0.475         -3.351          4.565
          0.293         -0.455         -3.492          4.843
          0.293         -0.434         -3.639          5.143
          0.293         -0.414         -3.789          5.461
          0.293         -0.394         -3.940          5.793
          0.293         -0.374         -4.090          6.135
          0.293         -0.354         -4.237          6.485
          0.293         -0.333         -4.380          6.838
          0.293         -0.313         -4.518          7.192
          0.293         -0.293         -4.650          7.543
          0.293         -0.273         -4.775          7.888
          0.293         -0.253         -4.893          8.224
          0.293         -0.232         -5.003          8.549
          0.293         -0.212         -5.104          8.859
          0.293         -0.192         -5.198          9.152
          0.293         -0.172         -5.282          9.424
          0.293         -0.152         -5.358          9.673
          0.293         -0.131         -5.424          9.897
          0.293         -0.111         -5.481         10.094
          0.293         -0.091         -5.529         10.261
          0.293         -0.071         -5.567         10.396
          0.293         -0.051         -5.596         10.499
          0.293         -0.030         -5.615         10.569
          0.293         -0.010         -5.624         10.604
          0.293          0.010         -5.624         10.604
          0.293          0.030         -5.615         10.569
          0.293          0.051         -5.596         10.499
          0.293          0.071         -5.567         10.396
          0.293          0.091         -5.529         10.261
          0.293          0.111         -5.481         10.094
          0.293          0.131         -5.424          9.897
          0.293          0.152         -5.358          9.673
          0.293          0.172         -5.282          9.424
          0.293          0.192         -5.198          9.152
          0.293          0.212         -5.104          8.859
          0.293          0.232         -5.003          8.549
          0.293          0.253         -4.893          8.224
          0.293          0.273         -4.775          7.888
          0.293          0.293         -4.650          7.543
          0.293          0.313         -4.518          7.192
          0.293          0.333         -4.380          6.838
          0.293          0.354         -4.237          6.485
          0.293          0.374         -4.090          6.135
          0.293          0.394         -3.940          5.793
          0.293          0.414         -3.789          5.461
          0.293          0.434         -3.639          5.143
          0.293          0.455         -3.492          4.843
          0.293          0.475         -3.351          4.565
          0.293          0.495         -3.219          4.313
          0.293          0.515         -3.099          4.091
          0.293          0.535         -2.996          3.903
          0.293          0.556         -2.912          3.755
          0.293          0.576         -2.851          3.649
          0.293          0.596         -2.816          3.589
          0.293          0.616         -2.807          3.575
          0.293          0.636         -2.826          3.607
          0.293          0.657         -2.870          3.683
          0.293          0.677         -2.938          3.801
          0.293          0.697         -3.025          3.956
          0.293          0.717         -3.128          4.143
          0.293          0.737         -3.243          4.358
          0.293          0.758         -3.367          4.596
          0.293          0.778         -3.496          4.851
          0.293          0.798         -3.628          5.121
          0.293          0.818         -3.760          5.399
          0.293          0.838         -3.891          5.683
          0.293          0.859         -4.018          5.970
          0.293          0.879         -4.140          6.254
          0.293          0.899         -4.257          6.535
          0.293          0.919         -4.368          6.807
          0.293          0.939         -4.470          7.069
          0.293          0.960         -4.566          7.317
          0.293          0.980         -4.652          7.549
          0.293          1.000         -4.730          7.763
  
          0.313         -1.000         -4.897          8.237
          0.313         -0.980         -4.819          8.014
          0.313         -0.960         -4.733          7.771
          0.313         -0.939         -4.638          7.512
          0.313         -0.919         -4.535          7.238
          0.313         -0.899         -4.425          6.952
          0.313         -0.879         -4.308          6.658
          0.313         -0.859         -4.184          6.358
          0.313         -0.838         -4.056          6.056
          0.313         -0.818         -3.923          5.755
          0.313         -0.798         -3.788          5.458
          0.313         -0.778         -3.651          5.169
          0.313         -0.758         -3.516          4.892
          0.313         -0.737         -3.385          4.631
          0.313         -0.717         -3.260          4.390
          0.313         -0.697         -3.144          4.174
          0.313         -0.677         -3.042          3.987
          0.313         -0.657         -2.957          3.835
          0.313         -0.636         -2.893          3.722
          0.313         -0.616         -2.852          3.651
          0.313         -0.596         -2.837          3.626
          0.313         -0.576         -2.849          3.646
          0.313         -0.556         -2.887          3.713
          0.313         -0.535         -2.951          3.824
          0.313         -0.515         -3.036          3.976
          0.313         -0.495         -3.139          4.165
          0.313         -0.475         -3.258          4.387
          0.313         -0.455         -3.388          4.637
          0.313         -0.434         -3.526          4.911
          0.313         -0.414         -3.669          5.205
          0.313         -0.394         -3.814          5.515
          0.313         -0.374         -3.959          5.837
          0.313         -0.354         -4.103          6.167
          0.313         -0.333         -4.244          6.501
          0.313         -0.313         -4.380          6.838
          0.313         -0.293         -4.510          7.172
          0.313         -0.273         -4.635          7.502
          0.313         -0.253         -4.752          7.824
          0.313         -0.232         -4.862          8.135
          0.313         -0.212         -4.963          8.432
          0.313         -0.192         -5.056          8.712
          0.313         -0.172         -5.141          8.973
          0.313         -0.152         -5.217          9.212
          0.313         -0.131         -5.283          9.427
          0.313         -0.111         -5.340          9.616
          0.313         -0.091         -5.388          9.776
          0.313         -0.071         -5.427          9.907
          0.313         -0.051         -5.456         10.006
          0.313         -0.030         -5.475         10.072
          0.313         -0.010         -5.484         10.106
          0.313          0.010         -5.484         10.106
          0.313          0.030         -5.475         10.072
          0.313          0.051         -5.456         10.006
          0.313          0.071         -5.427          9.907
          0.313          0.091         -5.388          9.776
          0.313          0.111         -5.340          9.616
          0.313          0.131         -5.283          9.427
          0.313          0.152         -5.217          9.212
          0.313          0.172         -5.141          8.973
          0.313          0.192         -5.056          8.712
          0.313          0.212         -4.963          8.432
          0.313          0.232         -4.862          8.135
          0.313          0.253         -4.752          7.824
          0.313          0.273         -4.635          7.502
          0.313          0.293         -4.510          7.172
          0.313          0.313         -4.380          6.838
          0.313          0.333         -4.244          6.501
          0.313          0.354         -4.103          6.167
          0.313          0.374         -3.959          5.837
          0.313          0.394         -3.814          5.515
          0.313          0.414         -3.669          5.205
          0.313          0.434         -3.526          4.911
          0.313          0.455         -3.388          4.637
          0.313          0.475         -3.258          4.387
          0.313          0.495         -3.139          4.165
          0.313          0.515         -3.036          3.976
          0.313          0.535         -2.951          3.824
          0.313          0.556         -2.887          3.713
          0.313          0.576         -2.849          3.646
          0.313          0.596         -2.837          3.626
          0.313          0.616         -2.852          3.651
          0.313          0.636         -2.893          3.722
          0.313          0.657         -2.957          3.835
          0.313          0.677         -3.042          3.987
          0.313          0.697         -3.144          4.174
          0.313          0.717         -3.260          4.390
          0.313          0.737         -3.385          4.631
          0.313          0.758         -3.516          4.892
          0.313          0.778         -3.651          5.169
          0.313          0.798         -3.788          5.458
          0.313          0.818         -3.923          5.755
          0.313          0.838         -4.056          6.056
          0.313          0.859         -4.184          6.358
          0.313          0.879         -4.308          6.658
          0.313          0.899         -4.425          6.952
          0.313          0.919         -4.535          7.238
          0.313          0.939         -4.638          7.512
          0.313          0.960         -4.733          7.771
          0.313          0.980         -4.819          8.014
          0.313          1.000         -4.897          8.237
  
          0.333         -1.000         -5.055          8.709
          0.333         -0.980         -4.978          8.476
          0.333         -0.960         -4.892          8.223
          0.333         -0.939         -4.797          7.952
          0.333         -0.919         -4.695          7.665
          0.333         -0.899         -4.584          7.366
          0.333         -0.879         -4.466          7.058
          0.333         -0.859         -4.342          6.743
          0.333         -0.838         -4.212          6.424
          0.333         -0.818         -4.077          6.105
          0.333         -0.798         -3.939          5.790
          0.333         -0.778         -3.798          5.481
          0.333         -0.758         -3.658          5.182
          0.333         -0.737         -3.519          4.898
          0.333         -0.717         -3.385          4.631
          0.333         -0.697         -3.258          4.387
          0.333         -0.677         -3.143          4.171
          0.333         -0.657         -3.041          3.985
          0.333         -0.636         -2.958          3.836
          0.333         -0.616         -2.896          3.728
          0.333         -0.596         -2.858          3.663
          0.333         -0.576         -2.847          3.643
          0.333         -0.556         -2.863          3.670
          0.333         -0.535         -2.904          3.742
          0.333         -0.515         -2.970          3.857
          0.333         -0.495         -3.056          4.012
          0.333         -0.475         -3.160          4.203
          0.333         -0.455         -3.278          4.424
          0.333         -0.434         -3.406          4.672
          0.333         -0.414         -3.541          4.941
          0.333         -0.394         -3.680          5.228
          0.333         -0.374         -3.820          5.529
          0.333         -0.354         -3.961          5.839
          0.333         -0.333         -4.098          6.156
          0.333         -0.313         -4.233          6.474
          0.333         -0.293         -4.362          6.793
          0.333         -0.273         -4.485          7.107
          0.333         -0.253         -4.602          7.414
          0.333         -0.232         -4.711          7.711
          0.333         -0.212         -4.813          7.995
          0.333         -0.192         -4.906          8.264
          0.333         -0.172         -4.991          8.514
          0.333         -0.152         -5.067          8.744
          0.333         -0.131         -5.134          8.950
          0.333         -0.111         -5.191          9.131
          0.333         -0.091         -5.239          9.285
          0.333         -0.071         -5.278          9.410
          0.333         -0.051         -5.307          9.505
          0.333         -0.030         -5.326          9.569
          0.333         -0.010         -5.336          9.601
          0.333          0.010         -5.336          9.601
          0.333          0.030         -5.326          9.569
          0.333          0.051         -5.307          9.505
          0.333          0.071         -5.278          9.410
          0.333          0.091         -5.239          9.285
          0.333          0.111         -5.191          9.131
          0.333          0.131         -5.134          8.950
          0.333          0.152         -5.067          8.744
          0.333          0.172         -4.991          8.514
          0.333          0.192         -4.906          8.264
          0.333          0.212         -4.813          7.995
          0.333          0.232         -4.711          7.711
          0.333          0.253         -4.602          7.414
          0.333          0.273         -4.485          7.107
          0.333          0.293         -4.362          6.793
          0.333          0.313         -4.233          6.474
          0.333          0.333         -4.098          6.156
          0.333          0.354         -3.961          5.839
          0.333          0.374         -3.820          5.529
          0.333          0.394         -3.680          5.228
          0.333          0.414         -3.541          4.941
          0.333          0.434         -3.406          4.672
          0.333          0.455         -3.278          4.424
          0.333          0.475         -3.160          4.203
          0.333          0.495         -3.056          4.012
          0.333          0.515         -2.970          3.857
          0.333          0.535         -2.904          3.742
          0.333          0.556         -2.863          3.670
          0.333          0.576         -2.847          3.643
          0.333          0.596         -2.858          3.663
          0.333          0.616         -2.896          3.728
          0.333          0.636         -2.958          3.836
          0.333          0.657         -3.041          3.985
          0.333          0.677         -3.143          4.171
          0.333          0.697         -3.258          4.387
          0.333          0.717         -3.385          4.631
          0.333          0.737         -3.519          4.898
          0.333          0.758         -3.658          5.182
          0.333          0.778         -3.798          5.481
          0.333          0.798         -3.939          5.790
          0.333          0.818         -4.077          6.105
          0.333          0.838         -4.212          6.424
          0.333          0.859         -4.342          6.743
          0.333          0.879         -4.466          7.058
          0.333          0.899         -4.584          7.366
          0.333          0.919         -4.695          7.665
          0.333          0.939         -4.797          7.952
          0.333          0.960         -4.892          8.223
          0.333          0.980         -4.978          8.476
          0.333          1.000         -5.055          8.709
  
          0.354         -1.000         -5.205          9.176
          0.354         -0.980         -5.128          8.933
          0.354         -0.960         -5.042          8.669
          0.354         -0.939         -4.948          8.386
          0.354         -0.919         -4.845          8.086
          0.354         -0.899         -4.734          7.774
          0.354         -0.879         -4.615          7.450
          0.354         -0.859         -4.490          7.120
          0.354         -0.838         -4.359          6.785
          0.354         -0.818         -4.222          6.448
          0.354         -0.798         -4.081          6.114
          0.354         -0.778         -3.936          5.785
          0.354         -0.758         -3.791          5.465
          0.354         -0.737         -3.646          5.158
          0.354         -0.717         -3.504          4.867
          0.354         -0.697         -3.367          4.596
          0.354         -0.677         -3.238          4.350
          0.354         -0.657         -3.122          4.132
          0.354         -0.636         -3.021          3.949
          0.354         -0.616         -2.939          3.803
          0.354         -0.596         -2.880          3.699
          0.354         -0.576         -2.845          3.640
          0.354         -0.556         -2.838          3.627
          0.354         -0.535         -2.857          3.659
          0.354         -0.515         -2.901          3.737
          0.354         -0.495         -2.969          3.857
          0.354         -0.475         -3.057          4.015
          0.354         -0.455         -3.162          4.206
          0.354         -0.434         -3.279          4.426
          0.354         -0.414         -3.405          4.671
          0.354         -0.394         -3.537          4.935
          0.354         -0.374         -3.673          5.214
          0.354         -0.354         -3.809          5.504
          0.354         -0.333         -3.944          5.802
          0.354         -0.313         -4.076          6.104
          0.354         -0.293         -4.204          6.406
          0.354         -0.273         -4.327          6.705
          0.354         -0.253         -4.443          6.998
          0.354         -0.232         -4.552          7.282
          0.354         -0.212         -4.654          7.554
          0.354         -0.192         -4.747          7.811
          0.354         -0.172         -4.832          8.050
          0.354         -0.152         -4.908          8.270
          0.354         -0.131         -4.975          8.468
          0.354         -0.111         -5.033          8.641
          0.354         -0.091         -5.082          8.789
          0.354         -0.071         -5.120          8.909
          0.354         -0.051         -5.150          9.000
          0.354         -0.030         -5.169          9.062
          0.354         -0.010         -5.179          9.092
          0.354          0.010         -5.179          9.092
          0.354          0.030         -5.169          9.062
          0.354          0.051         -5.150          9.000
          0.354          0.071         -5.120          8.909
          0.354          0.091         -5.082          8.789
          0.354          0.111         -5.033          8.641
          0.354          0.131         -4.975          8.468
          0.354          0.152         -4.908          8.270
          0.354          0.172         -4.832          8.050
          0.354          0.192         -4.747          7.811
          0.354          0.212         -4.654          7.554
          0.354          0.232         -4.552          7.282
          0.354          0.253         -4.443          6.998
          0.354          0.273         -4.327          6.705
          0.354          0.293         -4.204          6.406
          0.354          0.313         -4.076          6.104
          0.354          0.333         -3.944          5.802
          0.354          0.354         -3.809          5.504
          0.354          0.374         -3.673          5.214
          0.354          0.394         -3.537          4.935
          0.354          0.414         -3.405          4.671
          0.354          0.434         -3.279          4.426
          0.354          0.455         -3.162          4.206
          0.354          0.475         -3.057          4.015
          0.354          0.495         -2.969          3.857
          0.354          0.515         -2.901          3.737
          0.354          0.535         -2.857          3.659
          0.354          0.556         -2.838          3.627
          0.354          0.576         -2.845          3.640
          0.354          0.596         -2.880          3.699
          0.354          0.616         -2.939          3.803
          0.354          0.636         -3.021          3.949
          0.354          0.657         -3.122          4.132
          0.354          0.677         -3.238          4.350
          0.354          0.697         -3.367          4.596
          0.354          0.717         -3.504          4.867
          0.354          0.737         -3.646          5.158
          0.354          0.758         -3.791          5.465
          0.354          0.778         -3.936          5.785
          0.354          0.798         -4.081          6.114
          0.354          0.818         -4.222          6.448
          0.354          0.838         -4.359          6.785
          0.354          0.859         -4.490          7.120
          0.354          0.879         -4.615          7.450
          0.354          0.899         -4.734          7.774
          0.354          0.919         -4.845          8.086
          0.354          0.939         -4.948          8.386
          0.354          0.960         -5.042          8.669
          0.354          0.980         -5.128          8.933
          0.354          1.000         -5.205          9.176
  
          0.374         -1.000         -5.346          9.636
          0.374         -0.980         -5.269          9.382
          0.374         -0.960         -5.184          9.107
          0.374         -0.939         -5.089          8.811
          0.374         -0.919         -4.986          8.499
          0.374         -0.899         -4.875          8.172
          0.374         -0.879         -4.756          7.834
          0.374         -0.859         -4.629          7.488
          0.374         -0.838         -4.496          7.136
          0.374         -0.818         -4.358          6.782
          0.374         -0.798         -4.214          6.429
          0.374         -0.778         -4.066          6.081
          0.374         -0.758         -3.916          5.740
          0.374         -0.737         -3.765          5.410
          0.374         -0.717         -3.615          5.095
          0.374         -0.697         -3.469          4.798
          0.374         -0.677         -3.329          4.523
          0.374         -0.657         -3.199          4.275
          0.374         -0.636         -3.082          4.059
          0.374         -0.616         -2.981          3.877
          0.374         -0.596         -2.900          3.736
          0.374         -0.576         -2.844          3.637
          0.374         -0.556         -2.813          3.583
          0.374         -0.535         -2.809          3.577
          0.374         -0.515         -2.831          3.616
          0.374         -0.495         -2.880          3.699
          0.374         -0.475         -2.950          3.823
          0.374         -0.455         -3.040          3.984
          0.374         -0.434         -3.145          4.176
          0.374         -0.414         -3.262          4.394
          0.374         -0.394         -3.387          4.635
          0.374         -0.374         -3.517          4.893
          0.374         -0.354         -3.649          5.164
          0.374         -0.333         -3.781          5.444
          0.374         -0.313         -3.911          5.728
          0.374         -0.293         -4.038          6.015
          0.374         -0.273         -4.159          6.299
          0.374         -0.253         -4.275          6.578
          0.374         -0.232         -4.384          6.849
          0.374         -0.212         -4.486          7.109
          0.374         -0.192         -4.580          7.355
          0.374         -0.172         -4.665          7.585
          0.374         -0.152         -4.742          7.795
          0.374         -0.131         -4.809          7.985
          0.374         -0.111         -4.867          8.151
          0.374         -0.091         -4.916          8.293
          0.374         -0.071         -4.955          8.408
          0.374         -0.051         -4.985          8.496
          0.374         -0.030         -5.004          8.555
          0.374         -0.010         -5.014          8.584
          0.374          0.010         -5.014          8.584
          0.374          0.030         -5.004          8.555
          0.374          0.051         -4.985          8.496
          0.374          0.071         -4.955          8.408
          0.374          0.091         -4.916          8.293
          0.374          0.111         -4.867          8.151
          0.374          0.131         -4.809          7.985
          0.374          0.152         -4.742          7.795
          0.374          0.172         -4.665          7.585
          0.374          0.192         -4.580          7.355
          0.374          0.212         -4.486          7.109
          0.374          0.232         -4.384          6.849
          0.374          0.253         -4.275          6.578
          0.374          0.273         -4.159          6.299
          0.374          0.293         -4.038          6.015
          0.374          0.313         -3.911          5.728
          0.374          0.333         -3.781          5.444
          0.374          0.354         -3.649          5.164
          0.374          0.374         -3.517          4.893
          0.374          0.394         -3.387          4.635
          0.374          0.414         -3.262          4.394
          0.374          0.434         -3.145          4.176
          0.374          0.455         -3.040          3.984
          0.374          0.475         -2.950          3.823
          0.374          0.495         -2.880          3.699
          0.374          0.515         -2.831          3.616
          0.374          0.535         -2.809          3.577
          0.374          0.556         -2.813          3.583
          0.374          0.576         -2.844          3.637
