              k             kx             ky
          1.428          0.393          0.000        -17.095         -8.967         -6.171         -4.941          7.817          8.002          9.814         19.439
          1.435          0.387          0.000        -17.129         -8.834         -6.123         -5.003          7.753          8.165          9.681         19.573
          1.441          0.380          0.000        -17.163         -8.701         -6.073         -5.064          7.685          8.328          9.547         19.712
          1.448          0.373          0.000        -17.195         -8.568         -6.023         -5.124          7.616          8.492          9.412         19.856
          1.455          0.367          0.000        -17.227         -8.434         -5.971         -5.183          7.543          8.656          9.275         20.005
          1.461          0.360          0.000        -17.258         -8.299         -5.919         -5.241          7.469          8.820          9.137         20.159
          1.468          0.353          0.000        -17.288         -8.165         -5.865         -5.299          7.392          8.984          8.998         20.317
          1.475          0.347          0.000        -17.318         -8.030         -5.810         -5.355          7.313          8.858          9.148         20.480
          1.481          0.340          0.000        -17.347         -7.895         -5.754         -5.411          7.232          8.716          9.311         20.647
          1.488          0.333          0.000        -17.375         -7.760         -5.698         -5.465          7.149          8.574          9.474         20.819
          1.495          0.327          0.000        -17.402         -7.625         -5.640         -5.519          7.064          8.431          9.636         20.994
          1.501          0.320          0.000        -17.429         -7.490         -5.581         -5.572          6.977          8.288          9.798         21.173
          1.508          0.313          0.000        -17.455         -7.356         -5.623         -5.521          6.888          8.144          9.959         21.357
          1.515          0.307          0.000        -17.480         -7.221         -5.674         -5.461          6.797          7.999         10.119         21.543
          1.521          0.300          0.000        -17.504         -7.087         -5.724         -5.399          6.705          7.854         10.278         21.733
          1.528          0.293          0.000        -17.528         -6.953         -5.772         -5.337          6.612          7.709         10.436         21.926
          1.535          0.287          0.000        -17.551         -6.820         -5.820         -5.273          6.517          7.563         10.593         22.121
          1.541          0.280          0.000        -17.574         -6.687         -5.866         -5.209          6.421          7.418         10.748         22.320
          1.548          0.273          0.000        -17.595         -6.555         -5.912         -5.144          6.323          7.273         10.902         22.520
          1.555          0.267          0.000        -17.616         -6.423         -5.956         -5.079          6.225          7.127         11.054         22.723
          1.561          0.260          0.000        -17.637         -6.292         -6.000         -5.012          6.125          6.982         11.204         22.927
          1.568          0.253          0.000        -17.657         -6.161         -6.042         -4.945          6.025          6.838         11.353         23.133
          1.575          0.247          0.000        -17.676         -6.083         -6.032         -4.877          5.924          6.693         11.499         23.339
          1.581          0.240          0.000        -17.694         -6.124         -5.903         -4.809          5.822          6.550         11.643         23.547
          1.588          0.233          0.000        -17.712         -6.163         -5.775         -4.740          5.720          6.407         11.786         23.755
          1.595          0.227          0.000        -17.729         -6.201         -5.648         -4.670          5.618          6.265         11.925         23.963
          1.601          0.220          0.000        -17.746         -6.238         -5.523         -4.600          5.515          6.124         12.063         24.170
          1.608          0.213          0.000        -17.762         -6.273         -5.398         -4.530          5.412          5.984         12.197         24.378
          1.615          0.207          0.000        -17.777         -6.308         -5.275         -4.459          5.309          5.845         12.329         24.584
          1.621          0.200          0.000        -17.792         -6.342         -5.153         -4.389          5.207          5.708         12.458         24.789
          1.628          0.193          0.000        -17.806         -6.374         -5.032         -4.318          5.104          5.572         12.585         24.992
          1.635          0.187          0.000        -17.820         -6.406         -4.914         -4.246          5.002          5.438         12.708         25.193
          1.641          0.180          0.000        -17.833         -6.436         -4.796         -4.175          4.901          5.305         12.828         25.391
          1.648          0.173          0.000        -17.846         -6.465         -4.681         -4.104          4.800          5.175         12.944         25.587
          1.655          0.167          0.000        -17.858         -6.493         -4.567         -4.034          4.701          5.046         13.058         25.779
          1.661          0.160          0.000        -17.869         -6.520         -4.455         -3.963          4.602          4.920         13.168         25.967
          1.668          0.153          0.000        -17.880         -6.546         -4.346         -3.894          4.505          4.796         13.274         26.152
          1.675          0.147          0.000        -17.891         -6.571         -4.239         -3.824          4.409          4.675         13.376         26.332
          1.681          0.140          0.000        -17.901         -6.595         -4.134         -3.756          4.314          4.556         13.475         26.507
          1.688          0.133          0.000        -17.910         -6.618         -4.032         -3.689          4.222          4.441         13.570         26.678
          1.695          0.127          0.000        -17.919         -6.639         -3.932         -3.622          4.131          4.329         13.661         26.842
          1.701          0.120          0.000        -17.928         -6.660         -3.836         -3.557          4.043          4.220         13.747         27.001
          1.708          0.113          0.000        -17.936         -6.679         -3.742         -3.494          3.958          4.115         13.830         27.153
          1.715          0.107          0.000        -17.943         -6.697         -3.653         -3.432          3.875          4.013         13.908         27.299
