             kx             ky    energy_plus   energy_minus
         -0.394         -0.899         -4.926          8.479
         -0.394         -0.879         -4.804          8.124
         -0.394         -0.859         -4.674          7.759
         -0.394         -0.838         -4.537          7.388
         -0.394         -0.818         -4.393          7.013
         -0.394         -0.798         -4.242          6.638
         -0.394         -0.778         -4.087          6.266
         -0.394         -0.758         -3.928          5.899
         -0.394         -0.737         -3.767          5.542
         -0.394         -0.717         -3.604          5.198
         -0.394         -0.697         -3.443          4.870
         -0.394         -0.677         -3.286          4.562
         -0.394         -0.657         -3.136          4.278
         -0.394         -0.636         -2.997          4.022
         -0.394         -0.616         -2.872          3.800
         -0.394         -0.596         -2.765          3.615
         -0.394         -0.576         -2.681          3.473
         -0.394         -0.556         -2.623          3.376
         -0.394         -0.535         -2.593          3.327
         -0.394         -0.515         -2.593          3.327
         -0.394         -0.495         -2.623          3.376
         -0.394         -0.475         -2.678          3.469
         -0.394         -0.455         -2.757          3.602
         -0.394         -0.434         -2.855          3.771
         -0.394         -0.414         -2.968          3.970
         -0.394         -0.394         -3.091          4.194
         -0.394         -0.374         -3.221          4.436
         -0.394         -0.354         -3.354          4.694
         -0.394         -0.333         -3.489          4.961
         -0.394         -0.313         -3.622          5.234
         -0.394         -0.293         -3.752          5.510
         -0.394         -0.273         -3.877          5.784
         -0.394         -0.253         -3.996          6.054
         -0.394         -0.232         -4.109          6.316
         -0.394         -0.212         -4.214          6.568
         -0.394         -0.192         -4.310          6.806
         -0.394         -0.172         -4.398          7.028
         -0.394         -0.152         -4.478          7.232
         -0.394         -0.131         -4.547          7.416
         -0.394         -0.111         -4.607          7.577
         -0.394         -0.091         -4.658          7.714
         -0.394         -0.071         -4.698          7.826
         -0.394         -0.051         -4.729          7.911
         -0.394         -0.030         -4.749          7.968
         -0.394         -0.010         -4.759          7.996
         -0.394          0.010         -4.759          7.996
         -0.394          0.030         -4.749          7.968
         -0.394          0.051         -4.729          7.911
         -0.394          0.071         -4.698          7.826
         -0.394          0.091         -4.658          7.714
         -0.394          0.111         -4.607          7.577
         -0.394          0.131         -4.547          7.416
         -0.394          0.152         -4.478          7.232
         -0.394          0.172         -4.398          7.028
         -0.394          0.192         -4.310          6.806
         -0.394          0.212         -4.214          6.568
         -0.394          0.232         -4.109          6.316
         -0.394          0.253         -3.996          6.054
         -0.394          0.273         -3.877          5.784
         -0.394          0.293         -3.752          5.510
         -0.394          0.313         -3.622          5.234
         -0.394          0.333         -3.489          4.961
         -0.394          0.354         -3.354          4.694
         -0.394          0.374         -3.221          4.436
         -0.394          0.394         -3.091          4.194
         -0.394          0.414         -2.968          3.970
         -0.394          0.434         -2.855          3.771
         -0.394          0.455         -2.757          3.602
         -0.394          0.475         -2.678          3.469
         -0.394          0.495         -2.623          3.376
         -0.394          0.515         -2.593          3.327
         -0.394          0.535         -2.593          3.327
         -0.394          0.556         -2.623          3.376
         -0.394          0.576         -2.681          3.473
         -0.394          0.596         -2.765          3.615
         -0.394          0.616         -2.872          3.800
         -0.394          0.636         -2.997          4.022
         -0.394          0.657         -3.136          4.278
         -0.394          0.677         -3.286          4.562
         -0.394          0.697         -3.443          4.870
         -0.394          0.717         -3.604          5.198
         -0.394          0.737         -3.767          5.542
         -0.394          0.758         -3.928          5.899
         -0.394          0.778         -4.087          6.266
         -0.394          0.798         -4.242          6.638
         -0.394          0.818         -4.393          7.013
         -0.394          0.838         -4.537          7.388
         -0.394          0.859         -4.674          7.759
         -0.394          0.879         -4.804          8.124
         -0.394          0.899         -4.926          8.479
         -0.394          0.919         -5.040          8.823
         -0.394          0.939         -5.145          9.150
         -0.394          0.960         -5.242          9.460
         -0.394          0.980         -5.329          9.748
         -0.394          1.000         -5.407         10.013
  
         -0.374         -1.000         -5.273          9.562
         -0.374         -0.980         -5.195          9.308
         -0.374         -0.960         -5.107          9.031
         -0.374         -0.939         -5.011          8.733
         -0.374         -0.919         -4.906          8.419
         -0.374         -0.899         -4.792          8.090
         -0.374         -0.879         -4.670          7.749
         -0.374         -0.859         -4.541          7.399
         -0.374         -0.838         -4.405          7.044
         -0.374         -0.818         -4.262          6.687
         -0.374         -0.798         -4.115          6.330
         -0.374         -0.778         -3.962          5.977
         -0.374         -0.758         -3.807          5.631
         -0.374         -0.737         -3.651          5.296
         -0.374         -0.717         -3.495          4.974
         -0.374         -0.697         -3.343          4.671
         -0.374         -0.677         -3.197          4.390
         -0.374         -0.657         -3.060          4.136
         -0.374         -0.636         -2.936          3.913
         -0.374         -0.616         -2.829          3.725
         -0.374         -0.596         -2.743          3.578
         -0.374         -0.576         -2.683          3.476
         -0.374         -0.556         -2.649          3.420
         -0.374         -0.535         -2.645          3.413
         -0.374         -0.515         -2.670          3.454
         -0.374         -0.495         -2.721          3.541
         -0.374         -0.475         -2.796          3.669
         -0.374         -0.455         -2.892          3.835
         -0.374         -0.434         -3.003          4.033
         -0.374         -0.414         -3.126          4.258
         -0.374         -0.394         -3.257          4.505
         -0.374         -0.374         -3.393          4.769
         -0.374         -0.354         -3.530          5.045
         -0.374         -0.333         -3.667          5.330
         -0.374         -0.313         -3.802          5.619
         -0.374         -0.293         -3.933          5.910
         -0.374         -0.273         -4.058          6.198
         -0.374         -0.253         -4.178          6.481
         -0.374         -0.232         -4.290          6.755
         -0.374         -0.212         -4.394          7.017
         -0.374         -0.192         -4.490          7.266
         -0.374         -0.172         -4.578          7.497
         -0.374         -0.152         -4.656          7.710
         -0.374         -0.131         -4.725          7.901
         -0.374         -0.111         -4.785          8.069
         -0.374         -0.091         -4.835          8.211
         -0.374         -0.071         -4.874          8.327
         -0.374         -0.051         -4.905          8.416
         -0.374         -0.030         -4.925          8.475
         -0.374         -0.010         -4.935          8.505
         -0.374          0.010         -4.935          8.505
         -0.374          0.030         -4.925          8.475
         -0.374          0.051         -4.905          8.416
         -0.374          0.071         -4.874          8.327
         -0.374          0.091         -4.835          8.211
         -0.374          0.111         -4.785          8.069
         -0.374          0.131         -4.725          7.901
         -0.374          0.152         -4.656          7.710
         -0.374          0.172         -4.578          7.497
         -0.374          0.192         -4.490          7.266
         -0.374          0.212         -4.394          7.017
         -0.374          0.232         -4.290          6.755
         -0.374          0.253         -4.178          6.481
         -0.374          0.273         -4.058          6.198
         -0.374          0.293         -3.933          5.910
         -0.374          0.313         -3.802          5.619
         -0.374          0.333         -3.667          5.330
         -0.374          0.354         -3.530          5.045
         -0.374          0.374         -3.393          4.769
         -0.374          0.394         -3.257          4.505
         -0.374          0.414         -3.126          4.258
         -0.374          0.434         -3.003          4.033
         -0.374          0.455         -2.892          3.835
         -0.374          0.475         -2.796          3.669
         -0.374          0.495         -2.721          3.541
         -0.374          0.515         -2.670          3.454
         -0.374          0.535         -2.645          3.413
         -0.374          0.556         -2.649          3.420
         -0.374          0.576         -2.683          3.476
         -0.374          0.596         -2.743          3.578
         -0.374          0.616         -2.829          3.725
         -0.374          0.636         -2.936          3.913
         -0.374          0.657         -3.060          4.136
         -0.374          0.677         -3.197          4.390
         -0.374          0.697         -3.343          4.671
         -0.374          0.717         -3.495          4.974
         -0.374          0.737         -3.651          5.296
         -0.374          0.758         -3.807          5.631
         -0.374          0.778         -3.962          5.977
         -0.374          0.798         -4.115          6.330
         -0.374          0.818         -4.262          6.687
         -0.374          0.838         -4.405          7.044
         -0.374          0.859         -4.541          7.399
         -0.374          0.879         -4.670          7.749
         -0.374          0.899         -4.792          8.090
         -0.374          0.919         -4.906          8.419
         -0.374          0.939         -5.011          8.733
         -0.374          0.960         -5.107          9.031
         -0.374          0.980         -5.195          9.308
         -0.374          1.000         -5.273          9.562
  
         -0.354         -1.000         -5.130          9.100
         -0.354         -0.980         -5.051          8.856
         -0.354         -0.960         -4.963          8.590
         -0.354         -0.939         -4.867          8.305
         -0.354         -0.919         -4.762          8.003
         -0.354         -0.899         -4.648          7.688
         -0.354         -0.879         -4.527          7.362
         -0.354         -0.859         -4.398          7.028
         -0.354         -0.838         -4.263          6.689
         -0.354         -0.818         -4.123          6.349
         -0.354         -0.798         -3.977          6.011
         -0.354         -0.778         -3.828          5.677
         -0.354         -0.758         -3.678          5.352
         -0.354         -0.737         -3.527          5.039
         -0.354         -0.717         -3.379          4.742
         -0.354         -0.697         -3.236          4.465
         -0.354         -0.677         -3.101          4.212
         -0.354         -0.657         -2.978          3.989
         -0.354         -0.636         -2.871          3.799
         -0.354         -0.616         -2.784          3.649
         -0.354         -0.596         -2.721          3.541
         -0.354         -0.576         -2.685          3.479
         -0.354         -0.556         -2.676          3.465
         -0.354         -0.535         -2.697          3.499
         -0.354         -0.515         -2.744          3.580
         -0.354         -0.495         -2.817          3.704
         -0.354         -0.475         -2.910          3.867
         -0.354         -0.455         -3.020          4.065
         -0.354         -0.434         -3.144          4.291
         -0.354         -0.414         -3.276          4.541
         -0.354         -0.394         -3.414          4.811
         -0.354         -0.374         -3.555          5.096
         -0.354         -0.354         -3.696          5.392
         -0.354         -0.333         -3.836          5.695
         -0.354         -0.313         -3.973          6.001
         -0.354         -0.293         -4.105          6.306
         -0.354         -0.273         -4.231          6.609
         -0.354         -0.253         -4.350          6.905
         -0.354         -0.232         -4.462          7.192
         -0.354         -0.212         -4.566          7.466
         -0.354         -0.192         -4.662          7.725
         -0.354         -0.172         -4.749          7.967
         -0.354         -0.152         -4.827          8.188
         -0.354         -0.131         -4.895          8.388
         -0.354         -0.111         -4.954          8.562
         -0.354         -0.091         -5.003          8.711
         -0.354         -0.071         -5.043          8.832
         -0.354         -0.051         -5.073          8.923
         -0.354         -0.030         -5.093          8.985
         -0.354         -0.010         -5.103          9.016
         -0.354          0.010         -5.103          9.016
         -0.354          0.030         -5.093          8.985
         -0.354          0.051         -5.073          8.923
         -0.354          0.071         -5.043          8.832
         -0.354          0.091         -5.003          8.711
         -0.354          0.111         -4.954          8.562
         -0.354          0.131         -4.895          8.388
         -0.354          0.152         -4.827          8.188
         -0.354          0.172         -4.749          7.967
         -0.354          0.192         -4.662          7.725
         -0.354          0.212         -4.566          7.466
         -0.354          0.232         -4.462          7.192
         -0.354          0.253         -4.350          6.905
         -0.354          0.273         -4.231          6.609
         -0.354          0.293         -4.105          6.306
         -0.354          0.313         -3.973          6.001
         -0.354          0.333         -3.836          5.695
         -0.354          0.354         -3.696          5.392
         -0.354          0.374         -3.555          5.096
         -0.354          0.394         -3.414          4.811
         -0.354          0.414         -3.276          4.541
         -0.354          0.434         -3.144          4.291
         -0.354          0.455         -3.020          4.065
         -0.354          0.475         -2.910          3.867
         -0.354          0.495         -2.817          3.704
         -0.354          0.515         -2.744          3.580
         -0.354          0.535         -2.697          3.499
         -0.354          0.556         -2.676          3.465
         -0.354          0.576         -2.685          3.479
         -0.354          0.596         -2.721          3.541
         -0.354          0.616         -2.784          3.649
         -0.354          0.636         -2.871          3.799
         -0.354          0.657         -2.978          3.989
         -0.354          0.677         -3.101          4.212
         -0.354          0.697         -3.236          4.465
         -0.354          0.717         -3.379          4.742
         -0.354          0.737         -3.527          5.039
         -0.354          0.758         -3.678          5.352
         -0.354          0.778         -3.828          5.677
         -0.354          0.798         -3.977          6.011
         -0.354          0.818         -4.123          6.349
         -0.354          0.838         -4.263          6.689
         -0.354          0.859         -4.398          7.028
         -0.354          0.879         -4.527          7.362
         -0.354          0.899         -4.648          7.688
         -0.354          0.919         -4.762          8.003
         -0.354          0.939         -4.867          8.305
         -0.354          0.960         -4.963          8.590
         -0.354          0.980         -5.051          8.856
         -0.354          1.000         -5.130          9.100
  
         -0.333         -1.000         -4.977          8.630
         -0.333         -0.980         -4.898          8.396
         -0.333         -0.960         -4.810          8.141
         -0.333         -0.939         -4.713          7.867
         -0.333         -0.919         -4.608          7.578
         -0.333         -0.899         -4.495          7.277
         -0.333         -0.879         -4.374          6.965
         -0.333         -0.859         -4.246          6.647
         -0.333         -0.838         -4.112          6.325
         -0.333         -0.818         -3.973          6.002
         -0.333         -0.798         -3.830          5.682
         -0.333         -0.778         -3.685          5.368
         -0.333         -0.758         -3.539          5.064
         -0.333         -0.737         -3.395          4.773
         -0.333         -0.717         -3.255          4.501
         -0.333         -0.697         -3.122          4.251
         -0.333         -0.677         -3.000          4.028
         -0.333         -0.657         -2.893          3.837
         -0.333         -0.636         -2.804          3.683
         -0.333         -0.616         -2.739          3.570
         -0.333         -0.596         -2.699          3.503
         -0.333         -0.576         -2.687          3.482
         -0.333         -0.556         -2.703          3.510
         -0.333         -0.535         -2.747          3.585
         -0.333         -0.515         -2.817          3.705
         -0.333         -0.495         -2.909          3.865
         -0.333         -0.475         -3.018          4.061
         -0.333         -0.455         -3.142          4.289
         -0.333         -0.434         -3.277          4.543
         -0.333         -0.414         -3.418          4.818
         -0.333         -0.394         -3.562          5.111
         -0.333         -0.374         -3.708          5.417
         -0.333         -0.354         -3.853          5.732
         -0.333         -0.333         -3.996          6.053
         -0.333         -0.313         -4.134          6.376
         -0.333         -0.293         -4.267          6.697
         -0.333         -0.273         -4.393          7.015
         -0.333         -0.253         -4.513          7.325
         -0.333         -0.232         -4.625          7.625
         -0.333         -0.212         -4.729          7.911
         -0.333         -0.192         -4.824          8.182
         -0.333         -0.172         -4.911          8.434
         -0.333         -0.152         -4.988          8.665
         -0.333         -0.131         -5.056          8.873
         -0.333         -0.111         -5.115          9.055
         -0.333         -0.091         -5.164          9.209
         -0.333         -0.071         -5.203          9.335
         -0.333         -0.051         -5.233          9.431
         -0.333         -0.030         -5.253          9.495
         -0.333         -0.010         -5.262          9.527
         -0.333          0.010         -5.262          9.527
         -0.333          0.030         -5.253          9.495
         -0.333          0.051         -5.233          9.431
         -0.333          0.071         -5.203          9.335
         -0.333          0.091         -5.164          9.209
         -0.333          0.111         -5.115          9.055
         -0.333          0.131         -5.056          8.873
         -0.333          0.152         -4.988          8.665
         -0.333          0.172         -4.911          8.434
         -0.333          0.192         -4.824          8.182
         -0.333          0.212         -4.729          7.911
         -0.333          0.232         -4.625          7.625
         -0.333          0.253         -4.513          7.325
         -0.333          0.273         -4.393          7.015
         -0.333          0.293         -4.267          6.697
         -0.333          0.313         -4.134          6.376
         -0.333          0.333         -3.996          6.053
         -0.333          0.354         -3.853          5.732
         -0.333          0.374         -3.708          5.417
         -0.333          0.394         -3.562          5.111
         -0.333          0.414         -3.418          4.818
         -0.333          0.434         -3.277          4.543
         -0.333          0.455         -3.142          4.289
         -0.333          0.475         -3.018          4.061
         -0.333          0.495         -2.909          3.865
         -0.333          0.515         -2.817          3.705
         -0.333          0.535         -2.747          3.585
         -0.333          0.556         -2.703          3.510
         -0.333          0.576         -2.687          3.482
         -0.333          0.596         -2.699          3.503
         -0.333          0.616         -2.739          3.570
         -0.333          0.636         -2.804          3.683
         -0.333          0.657         -2.893          3.837
         -0.333          0.677         -3.000          4.028
         -0.333          0.697         -3.122          4.251
         -0.333          0.717         -3.255          4.501
         -0.333          0.737         -3.395          4.773
         -0.333          0.758         -3.539          5.064
         -0.333          0.778         -3.685          5.368
         -0.333          0.798         -3.830          5.682
         -0.333          0.818         -3.973          6.002
         -0.333          0.838         -4.112          6.325
         -0.333          0.859         -4.246          6.647
         -0.333          0.879         -4.374          6.965
         -0.333          0.899         -4.495          7.277
         -0.333          0.919         -4.608          7.578
         -0.333          0.939         -4.713          7.867
         -0.333          0.960         -4.810          8.141
         -0.333          0.980         -4.898          8.396
         -0.333          1.000         -4.977          8.630
  
         -0.313         -1.000         -4.815          8.155
         -0.313         -0.980         -4.736          7.930
         -0.313         -0.960         -4.647          7.685
         -0.313         -0.939         -4.550          7.424
         -0.313         -0.919         -4.445          7.147
         -0.313         -0.899         -4.332          6.859
         -0.313         -0.879         -4.211          6.562
         -0.313         -0.859         -4.084          6.258
         -0.313         -0.838         -3.951          5.952
         -0.313         -0.818         -3.814          5.646
         -0.313         -0.798         -3.674          5.345
         -0.313         -0.778         -3.533          5.050
         -0.313         -0.758         -3.392          4.768
         -0.313         -0.737         -3.255          4.500
         -0.313         -0.717         -3.123          4.253
         -0.313         -0.697         -3.002          4.031
         -0.313         -0.677         -2.894          3.839
         -0.313         -0.657         -2.804          3.682
         -0.313         -0.636         -2.735          3.564
         -0.313         -0.616         -2.692          3.491
         -0.313         -0.596         -2.676          3.464
         -0.313         -0.576         -2.688          3.486
         -0.313         -0.556         -2.729          3.555
         -0.313         -0.535         -2.797          3.670
         -0.313         -0.515         -2.887          3.827
         -0.313         -0.495         -2.997          4.022
         -0.313         -0.475         -3.122          4.250
         -0.313         -0.455         -3.258          4.507
         -0.313         -0.434         -3.402          4.787
         -0.313         -0.414         -3.551          5.087
         -0.313         -0.394         -3.702          5.403
         -0.313         -0.374         -3.852          5.729
         -0.313         -0.354         -4.000          6.064
         -0.313         -0.333         -4.145          6.403
         -0.313         -0.313         -4.285          6.743
         -0.313         -0.293         -4.419          7.081
         -0.313         -0.273         -4.547          7.414
         -0.313         -0.253         -4.667          7.738
         -0.313         -0.232         -4.779          8.052
         -0.313         -0.212         -4.883          8.351
         -0.313         -0.192         -4.978          8.633
         -0.313         -0.172         -5.064          8.896
         -0.313         -0.152         -5.141          9.137
         -0.313         -0.131         -5.209          9.353
         -0.313         -0.111         -5.267          9.543
         -0.313         -0.091         -5.316          9.704
         -0.313         -0.071         -5.355          9.835
         -0.313         -0.051         -5.384          9.934
         -0.313         -0.030         -5.404         10.001
         -0.313         -0.010         -5.414         10.035
         -0.313          0.010         -5.414         10.035
         -0.313          0.030         -5.404         10.001
         -0.313          0.051         -5.384          9.934
         -0.313          0.071         -5.355          9.835
         -0.313          0.091         -5.316          9.704
         -0.313          0.111         -5.267          9.543
         -0.313          0.131         -5.209          9.353
         -0.313          0.152         -5.141          9.137
         -0.313          0.172         -5.064          8.896
         -0.313          0.192         -4.978          8.633
         -0.313          0.212         -4.883          8.351
         -0.313          0.232         -4.779          8.052
         -0.313          0.253         -4.667          7.738
         -0.313          0.273         -4.547          7.414
         -0.313          0.293         -4.419          7.081
         -0.313          0.313         -4.285          6.743
         -0.313          0.333         -4.145          6.403
         -0.313          0.354         -4.000          6.064
         -0.313          0.374         -3.852          5.729
         -0.313          0.394         -3.702          5.403
         -0.313          0.414         -3.551          5.087
         -0.313          0.434         -3.402          4.787
         -0.313          0.455         -3.258          4.507
         -0.313          0.475         -3.122          4.250
         -0.313          0.495         -2.997          4.022
         -0.313          0.515         -2.887          3.827
         -0.313          0.535         -2.797          3.670
         -0.313          0.556         -2.729          3.555
         -0.313          0.576         -2.688          3.486
         -0.313          0.596         -2.676          3.464
         -0.313          0.616         -2.692          3.491
         -0.313          0.636         -2.735          3.564
         -0.313          0.657         -2.804          3.682
         -0.313          0.677         -2.894          3.839
         -0.313          0.697         -3.002          4.031
         -0.313          0.717         -3.123          4.253
         -0.313          0.737         -3.255          4.500
         -0.313          0.758         -3.392          4.768
         -0.313          0.778         -3.533          5.050
         -0.313          0.798         -3.674          5.345
         -0.313          0.818         -3.814          5.646
         -0.313          0.838         -3.951          5.952
         -0.313          0.859         -4.084          6.258
         -0.313          0.879         -4.211          6.562
         -0.313          0.899         -4.332          6.859
         -0.313          0.919         -4.445          7.147
         -0.313          0.939         -4.550          7.424
         -0.313          0.960         -4.647          7.685
         -0.313          0.980         -4.736          7.930
         -0.313          1.000         -4.815          8.155
  
         -0.293         -1.000         -4.644          7.678
         -0.293         -0.980         -4.565          7.462
         -0.293         -0.960         -4.476          7.227
         -0.293         -0.939         -4.378          6.977
         -0.293         -0.919         -4.273          6.712
         -0.293         -0.899         -4.159          6.436
         -0.293         -0.879         -4.039          6.153
         -0.293         -0.859         -3.912          5.864
         -0.293         -0.838         -3.781          5.574
         -0.293         -0.818         -3.646          5.285
         -0.293         -0.798         -3.508          5.001
         -0.293         -0.778         -3.371          4.726
         -0.293         -0.758         -3.236          4.465
         -0.293         -0.737         -3.106          4.221
         -0.293         -0.717         -2.985          4.000
         -0.293         -0.697         -2.876          3.807
         -0.293         -0.677         -2.783          3.646
         -0.293         -0.657         -2.711          3.524
         -0.293         -0.636         -2.664          3.445
         -0.293         -0.616         -2.644          3.411
         -0.293         -0.596         -2.653          3.426
         -0.293         -0.576         -2.690          3.489
         -0.293         -0.556         -2.755          3.599
         -0.293         -0.535         -2.844          3.752
         -0.293         -0.515         -2.954          3.946
         -0.293         -0.495         -3.080          4.174
         -0.293         -0.475         -3.219          4.433
         -0.293         -0.455         -3.367          4.718
         -0.293         -0.434         -3.520          5.024
         -0.293         -0.414         -3.676          5.348
         -0.293         -0.394         -3.832          5.685
         -0.293         -0.374         -3.987          6.032
         -0.293         -0.354         -4.138          6.386
         -0.293         -0.333         -4.285          6.743
         -0.293         -0.313         -4.427          7.101
         -0.293         -0.293         -4.562          7.455
         -0.293         -0.273         -4.690          7.803
         -0.293         -0.253         -4.810          8.142
         -0.293         -0.232         -4.923          8.469
         -0.293         -0.212         -5.027          8.782
         -0.293         -0.192         -5.122          9.076
         -0.293         -0.172         -5.208          9.350
         -0.293         -0.152         -5.285          9.600
         -0.293         -0.131         -5.352          9.825
         -0.293         -0.111         -5.410         10.023
         -0.293         -0.091         -5.459         10.191
         -0.293         -0.071         -5.498         10.327
         -0.293         -0.051         -5.527         10.430
         -0.293         -0.030         -5.546         10.500
         -0.293         -0.010         -5.556         10.535
         -0.293          0.010         -5.556         10.535
         -0.293          0.030         -5.546         10.500
         -0.293          0.051         -5.527         10.430
         -0.293          0.071         -5.498         10.327
         -0.293          0.091         -5.459         10.191
         -0.293          0.111         -5.410         10.023
         -0.293          0.131         -5.352          9.825
         -0.293          0.152         -5.285          9.600
         -0.293          0.172         -5.208          9.350
         -0.293          0.192         -5.122          9.076
         -0.293          0.212         -5.027          8.782
         -0.293          0.232         -4.923          8.469
         -0.293          0.253         -4.810          8.142
         -0.293          0.273         -4.690          7.803
         -0.293          0.293         -4.562          7.455
         -0.293          0.313         -4.427          7.101
         -0.293          0.333         -4.285          6.743
         -0.293          0.354         -4.138          6.386
         -0.293          0.374         -3.987          6.032
         -0.293          0.394         -3.832          5.685
         -0.293          0.414         -3.676          5.348
         -0.293          0.434         -3.520          5.024
         -0.293          0.455         -3.367          4.718
         -0.293          0.475         -3.219          4.433
         -0.293          0.495         -3.080          4.174
         -0.293          0.515         -2.954          3.946
         -0.293          0.535         -2.844          3.752
         -0.293          0.556         -2.755          3.599
         -0.293          0.576         -2.690          3.489
         -0.293          0.596         -2.653          3.426
         -0.293          0.616         -2.644          3.411
         -0.293          0.636         -2.664          3.445
         -0.293          0.657         -2.711          3.524
         -0.293          0.677         -2.783          3.646
         -0.293          0.697         -2.876          3.807
         -0.293          0.717         -2.985          4.000
         -0.293          0.737         -3.106          4.221
         -0.293          0.758         -3.236          4.465
         -0.293          0.778         -3.371          4.726
         -0.293          0.798         -3.508          5.001
         -0.293          0.818         -3.646          5.285
         -0.293          0.838         -3.781          5.574
         -0.293          0.859         -3.912          5.864
         -0.293          0.879         -4.039          6.153
         -0.293          0.899         -4.159          6.436
         -0.293          0.919         -4.273          6.712
         -0.293          0.939         -4.378          6.977
         -0.293          0.960         -4.476          7.227
         -0.293          0.980         -4.565          7.462
         -0.293          1.000         -4.644          7.678
  
         -0.273         -1.000         -4.466          7.201
         -0.273         -0.980         -4.385          6.994
         -0.273         -0.960         -4.296          6.769
         -0.273         -0.939         -4.198          6.529
         -0.273         -0.919         -4.091          6.275
         -0.273         -0.899         -3.978          6.012
         -0.273         -0.879         -3.857          5.741
         -0.273         -0.859         -3.731          5.467
         -0.273         -0.838         -3.601          5.191
         -0.273         -0.818         -3.468          4.918
         -0.273         -0.798         -3.333          4.652
         -0.273         -0.778         -3.200          4.397
         -0.273         -0.758         -3.071          4.157
         -0.273         -0.737         -2.949          3.937
         -0.273         -0.717         -2.839          3.742
         -0.273         -0.697         -2.743          3.579
         -0.273         -0.677         -2.668          3.451
         -0.273         -0.657         -2.616          3.365
         -0.273         -0.636         -2.591          3.324
         -0.273         -0.616         -2.596          3.332
         -0.273         -0.596         -2.630          3.388
         -0.273         -0.576         -2.692          3.492
         -0.273         -0.556         -2.780          3.642
         -0.273         -0.535         -2.890          3.833
         -0.273         -0.515         -3.018          4.060
         -0.273         -0.495         -3.160          4.321
         -0.273         -0.475         -3.311          4.609
         -0.273         -0.455         -3.469          4.920
         -0.273         -0.434         -3.630          5.251
         -0.273         -0.414         -3.792          5.598
         -0.273         -0.394         -3.953          5.957
         -0.273         -0.374         -4.112          6.324
         -0.273         -0.354         -4.266          6.697
         -0.273         -0.333         -4.416          7.072
         -0.273         -0.313         -4.559          7.446
         -0.273         -0.293         -4.695          7.817
         -0.273         -0.273         -4.824          8.181
         -0.273         -0.253         -4.945          8.535
         -0.273         -0.232         -5.057          8.875
         -0.273         -0.212         -5.161          9.201
         -0.273         -0.192         -5.256          9.507
         -0.273         -0.172         -5.342          9.792
         -0.273         -0.152         -5.419         10.053
         -0.273         -0.131         -5.486         10.287
         -0.273         -0.111         -5.544         10.492
         -0.273         -0.091         -5.592         10.667
         -0.273         -0.071         -5.631         10.808
         -0.273         -0.051         -5.660         10.916
         -0.273         -0.030         -5.680         10.988
         -0.273         -0.010         -5.689         11.025
         -0.273          0.010         -5.689         11.025
         -0.273          0.030         -5.680         10.988
         -0.273          0.051         -5.660         10.916
         -0.273          0.071         -5.631         10.808
         -0.273          0.091         -5.592         10.667
         -0.273          0.111         -5.544         10.492
         -0.273          0.131         -5.486         10.287
         -0.273          0.152         -5.419         10.053
         -0.273          0.172         -5.342          9.792
         -0.273          0.192         -5.256          9.507
         -0.273          0.212         -5.161          9.201
         -0.273          0.232         -5.057          8.875
         -0.273          0.253         -4.945          8.535
         -0.273          0.273         -4.824          8.181
         -0.273          0.293         -4.695          7.817
         -0.273          0.313         -4.559          7.446
         -0.273          0.333         -4.416          7.072
         -0.273          0.354         -4.266          6.697
         -0.273          0.374         -4.112          6.324
         -0.273          0.394         -3.953          5.957
         -0.273          0.414         -3.792          5.598
         -0.273          0.434         -3.630          5.251
         -0.273          0.455         -3.469          4.920
         -0.273          0.475         -3.311          4.609
         -0.273          0.495         -3.160          4.321
         -0.273          0.515         -3.018          4.060
         -0.273          0.535         -2.890          3.833
         -0.273          0.556         -2.780          3.642
         -0.273          0.576         -2.692          3.492
         -0.273          0.596         -2.630          3.388
         -0.273          0.616         -2.596          3.332
         -0.273          0.636         -2.591          3.324
         -0.273          0.657         -2.616          3.365
         -0.273          0.677         -2.668          3.451
         -0.273          0.697         -2.743          3.579
         -0.273          0.717         -2.839          3.742
         -0.273          0.737         -2.949          3.937
         -0.273          0.758         -3.071          4.157
         -0.273          0.778         -3.200          4.397
         -0.273          0.798         -3.333          4.652
         -0.273          0.818         -3.468          4.918
         -0.273          0.838         -3.601          5.191
         -0.273          0.859         -3.731          5.467
         -0.273          0.879         -3.857          5.741
         -0.273          0.899         -3.978          6.012
         -0.273          0.919         -4.091          6.275
         -0.273          0.939         -4.198          6.529
         -0.273          0.960         -4.296          6.769
         -0.273          0.980         -4.385          6.994
         -0.273          1.000         -4.466          7.201
  
         -0.253         -1.000         -4.279          6.729
         -0.253         -0.980         -4.198          6.530
         -0.253         -0.960         -4.108          6.314
         -0.253         -0.939         -4.009          6.083
         -0.253         -0.919         -3.902          5.840
         -0.253         -0.899         -3.787          5.588
         -0.253         -0.879         -3.667          5.329
         -0.253         -0.859         -3.541          5.067
         -0.253         -0.838         -3.411          4.806
         -0.253         -0.818         -3.280          4.549
         -0.253         -0.798         -3.148          4.300
         -0.253         -0.778         -3.020          4.064
         -0.253         -0.758         -2.897          3.845
         -0.253         -0.737         -2.784          3.649
         -0.253         -0.717         -2.686          3.481
         -0.253         -0.697         -2.606          3.348
         -0.253         -0.677         -2.549          3.254
         -0.253         -0.657         -2.519          3.205
         -0.253         -0.636         -2.518          3.205
         -0.253         -0.616         -2.548          3.253
